organizator;inn_organizatora;inn_primechanie;predmet;summa;data_publikacii;data_konca_priema;status;tip_procedury;sekciya;reestrovyy_nomer;okpd2;ssylka;zapros;centrobezhnyy_predmet;centro_priznak;centro_shum
"Акционерное общество ""Нижегородский Завод  70-летия Победы""";5259113339;;Выполнение работ по техническому обслуживанию и ремонту компрессорного оборудования (9 шт.);НМЦ не установлена;2023-10-20;2023-11-02;Отменён;Ценовой запрос;market;592810;33.12.19.000;https://www.tektorg.ru/market/procedures/9248009;компрессор+компрессорная;нет;;
"Акционерное общество ""Нижегородский Завод  70-летия Победы""";5259113339;;Выполнение работ по техническому обслуживанию и ремонту компрессорного оборудования (5 шт.);НМЦ не установлена;2023-10-20;2023-11-02;Отменён;Ценовой запрос;market;592778;33.12.19.000;https://www.tektorg.ru/market/procedures/9247990;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВСКИЙ ТРАНСФОРМАТОР""";7804475617;;Выполнение работ по техническому обслуживанию и ремонту компрессорного оборудования марки KAESER.;НМЦ не установлена;2023-09-05;2023-11-02;Отменён;Запрос предложений;zakupki/silovyi_machine;ЗП309292;33;https://www.tektorg.ru/223-fz/procedures/8805563;компрессор+компрессорная;нет;;
"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";1433000147;;Оборудование насосное, компрессорное;4156846.9 ₽;2023-09-14;2023-10-31;Отменён;Запрос предложений;sale/vitrine;ПИ308298;;https://www.tektorg.ru/sale/procedures/8574516;компрессор+компрессорная;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Поставка запасных частей к компрессорному оборудованию для формирования аварийно-технического запаса ПАО «Славнефть-ЯНОС»;НМЦ не установлена;2023-08-30;2023-10-26;Архив, Работа комиссии, Отменён;Запрос предложений;zakupki;ЗП3082396;;https://www.tektorg.ru/223-fz/procedures/8749877;компрессор+компрессорная;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Поставка запасных частей к насосно-компрессорному оборудованию и фильтрующих элементов для нужд                         ПАО «Славнефть-ЯНОС».;НМЦ не установлена;2023-09-26;2023-10-25;Архив, Отменён;Запрос предложений;zakupki;ЗП3092101;;https://www.tektorg.ru/223-fz/procedures/9002517;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;93в-Труба насосно-компрессорная Ф 73, 60, 89 б/у - 294,104 т.;НМЦ не установлена;2023-10-20;2023-10-25;Архив;Запрос предложений;sale/vitrine;ПИ310442;;https://www.tektorg.ru/sale/procedures/9247777;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;92в-Труба насосно-компрессорная Ф73, 60 б/у - 383,346 т.;НМЦ не установлена;2023-10-20;2023-10-25;Архив;Запрос предложений;sale/vitrine;ПИ310441;;https://www.tektorg.ru/sale/procedures/9247775;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;91в-Труба насосно-компрессорная Ф73, 60, 89 б/у-223,902 т,;НМЦ не установлена;2023-10-20;2023-10-25;Архив;Запрос предложений;sale/vitrine;ПИ310440;;https://www.tektorg.ru/sale/procedures/9247660;компрессор+компрессорная;нет;;
"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ЭПИДЕМИОЛОГИИ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ И БЛАГОПОЛУЧИЯ ЧЕЛОВЕКА";7720024671;;Открытый аукцион в электронной форме на право заключения договора на выполнение работ по ремонту аппаратов систем обеспечения заданных температурных параметров воздушной среды и прочего оборудования сплит-систем, кондиционеров, контрольно-компрессорных блоков для нужд ФБУН ЦНИИ Эпидемиологии Роспотребнадзора.;6819396 ₽;2023-10-13;2023-10-25;Архив;Аукцион;zakupki;ЗП310959;33.13.19.000;https://www.tektorg.ru/223-fz/procedures/9170106;компрессор+компрессорная;нет;;
"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";1433000147;;Оборудование насосное, компрессорное;57100362.94 ₽;2023-09-14;2023-10-25;Отменён;Запрос предложений;sale/vitrine;ПИ308297;;https://www.tektorg.ru/sale/procedures/8572767;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСВЕННОСТЬЮ ""СТАВРОПОЛЬНЕФТЕГАЗ""";;нет в словаре площадки;Оборудование насосно-компрессорное (УЭЦН);НМЦ не установлена;2023-10-12;2023-10-20;Архив;Запрос предоставления ценовой информации;zakupki;ЗП310836;;https://www.tektorg.ru/223-fz/procedures/9166986;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕПЛОЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ МОСЭНЕРГО""";7721604869;;Открытый запрос предложений № 78/Т-ОЗП/23 на право заключения договора на выполнение комплекса строительно-монтажных работ по насосной станции пожаротушения, компрессорно-конденсационной установке (ККУ) для компримирования аммиака с использованием существующих винтовых компрессоров и компрессорной станции с наружной установкой на объекте: «Строительство перевалочного комплекса аммиака и минеральных удобрений мощностью 5 млн тонн в год в морском порту Тамань»;НМЦ не установлена;2023-09-04;2023-10-20;Архив;Запрос предложений;zakupki/mosenergo;ЗП309206;41.20.40;https://www.tektorg.ru/223-fz/procedures/8802609;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБИРСКАЯ СЕРВИСНАЯ КОМПАНИЯ""";0814118403;;"Реализация невостребованных в ЯФ АО ""ССК"" ЗИП к насосному, компрессорному оборудованию; фитингов и соединений трубопроводов";НМЦ не установлена;2023-09-29;2023-10-19;Отменён;Запрос предложений;sale/vitrine;ПИ308066;;https://www.tektorg.ru/sale/procedures/8491427;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБИРСКАЯ СЕРВИСНАЯ КОМПАНИЯ""";0814118403;;Реализация невостребованных в НФ АО «ССК» запасных частей к компрессорному и насосному оборудованию;НМЦ не установлена;2023-09-29;2023-10-19;Отменён;Запрос предложений;sale/vitrine;ПИ308022;;https://www.tektorg.ru/sale/procedures/8479238;компрессор+компрессорная;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД ИМЕНИ М.И.КАЛИНИНА, Г. ЕКАТЕРИНБУРГ""";6663003800;;Выполнение работ по плановому техническому обслуживанию компрессорных установок LMF;НМЦ не установлена;2023-10-04;2023-10-19;Архив;Ценовой запрос;market;583129;33.12.19.000;https://www.tektorg.ru/market/procedures/9097185;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН ""КАЛАШНИКОВ""";1832090230;;9873/724 Компрессорная установка с воздухоподготовкой (согласно ТЗ и спецификации);2571988.67 ₽;2023-10-09;2023-10-17;Архив;Запрос предложений;zakupki;ЗП310544;;https://www.tektorg.ru/223-fz/procedures/9134232;компрессор+компрессорная;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД ИМЕНИ М.И.КАЛИНИНА, Г. ЕКАТЕРИНБУРГ""";6663003800;;Поставка запасных частей и расходных материалов для планового технического обслуживания компрессорного оборудования низкого давления;НМЦ не установлена;2023-10-04;2023-10-17;Архив;Ценовой запрос;market;584255;19.20.29.150;https://www.tektorg.ru/market/procedures/9098188;компрессор+компрессорная;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Закупка запасных частей к компрессорному оборудованию ПАО «Славнефть-ЯНОС»;НМЦ не установлена;2023-09-05;2023-10-16;Архив, Отменён;Запрос предложений;zakupki;ЗП309281;;https://www.tektorg.ru/223-fz/procedures/8805376;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРА МЕНЕДЖМЕНТ""";7725648850;;"«Оказание услуг передвижной азотно-компрессорной станцией Ваньёганское м/р, лицензионный участок АО «ННК» в 2023-2024гг.""";НМЦ не установлена;2023-10-03;2023-10-13;Архив;Запрос предложений;zakupki;ЗП310170;71.12.39.114;https://www.tektorg.ru/223-fz/procedures/9090757;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРА МЕНЕДЖМЕНТ""";7725648850;;"Оказание услуг передвижной азотно-компрессорной станцией на лицензионных участках ООО ""Газпромнефть-Хантос"" в 2023-2024гг.";НМЦ не установлена;2023-10-03;2023-10-13;Отменён;Запрос предложений;zakupki;ЗП310166;71.12.32.000;https://www.tektorg.ru/223-fz/procedures/9090154;компрессор+компрессорная;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Выявление причин быстрого износа поршневых колец (обследование технического состояния) компрессорного оборудования ДК-1К, 2К установки ЛЧ24/6 и DK-1А, В, С установки УПВ-2 цеха гидропроцессов № 4 ПАО «Славнефть-ЯНОС»;НМЦ не установлена;2023-09-25;2023-10-09;Архив;Запрос предложений;zakupki;ЗП3091940;33.12.29.900;https://www.tektorg.ru/223-fz/procedures/8998245;компрессор+компрессорная;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Закупка комплектного распределительного устройства 6 кВ единой центральной воздушной компрессорной (ЕЦВК) Комплекса глубокой переработки нефти;НМЦ не установлена;2023-09-04;2023-10-09;Отменён;Запрос предложений;zakupki;ЗП309187;27.12.10.190;https://www.tektorg.ru/223-fz/procedures/8798660;компрессор+компрессорная;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Закупка запасных частей к компрессорному оборудованию для нужд ПАО «Славнефть-ЯНОС»;НМЦ не установлена;2023-09-05;2023-10-06;Архив, Отменён;Запрос предложений;zakupki;ЗП309311;;https://www.tektorg.ru/223-fz/procedures/8805978;компрессор+компрессорная;нет;;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;"Поставка запасных частей к насосно-компрессорному оборудованию для нужд ПАО ""Славнефть-ЯНОС""";НМЦ не установлена;2023-08-23;2023-10-06;Архив, Отменён;Запрос предложений;zakupki;ЗП3081685;28.29.82.110;https://www.tektorg.ru/223-fz/procedures/8684872;компрессор+компрессорная;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;поставка компрессорного масла;НМЦ не установлена;2023-10-02;2023-10-06;Архив;Ценовой запрос;market;583121;19.20.29.150;https://www.tektorg.ru/market/procedures/9078808;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕПЛОЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ МОСЭНЕРГО""";7721604869;;Открытый запрос предложений №75/Т-ОЗП/23 на право заключения договора на выполнение комплекса работ по монтажу металлоконструкций насосной станции пожаротушения и компрессорно-конденсационной установке (ККУ) для компримирования аммиака с использованием существующих винтовых компрессоров на объекте: «Строительство перевалочного комплекса аммиака и минеральных удобрений мощностью 5 млн тонн в год в морском порту Тамань»;НМЦ не установлена;2023-08-23;2023-10-04;Архив;Запрос предложений;zakupki/mosenergo;ЗП3081791;41.20.40;https://www.tektorg.ru/223-fz/procedures/8687119;компрессор+компрессорная;нет;;
"Акционерное общество ""ИНВЕСТГЕОСЕРВИС""";7704627560;;Запрос коммерческих предложений на выполнение внутрискважинных работ с применением комплекса гибкой насосно-компрессорной трубы (ГНКТ) при испытании скважины №5405 на Падинской площади;НМЦ не установлена;2023-09-15;2023-10-02;Отменён;Запрос предложений;zakupki;ЗП3091215;;https://www.tektorg.ru/223-fz/procedures/8904842;компрессор+компрессорная;нет;;
ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОГО ХОЗЯЙСТВА;6608001915;;поставка компрессорной головки с электродвигателем;НМЦ не установлена;2023-09-26;2023-10-02;Работа комиссии;Запрос предоставления ценовой информации;zakupki;ЗП3091997;;https://www.tektorg.ru/223-fz/procedures/9000368;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИЛОВЫЕ МАШИНЫ - ЗТЛ, ЛМЗ, ЭЛЕКТРОСИЛА, ЭНЕРГОМАШЭКСПОРТ""";7702080289;;Выполнение работ по ремонту встроенных охладителей (компрессорной холодильной установки) щитов управления технологического оборудования;НМЦ не установлена;2023-09-19;2023-09-26;Отменён;Ценовой запрос;market;577158;33.19.10.000;https://www.tektorg.ru/market/procedures/8933101;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;358-Труба насосно-компрессорная 339,850 т.;НМЦ не установлена;2023-09-16;2023-09-26;Архив;Запрос предложений;sale/vitrine;ПИ308328;;https://www.tektorg.ru/sale/procedures/8621574;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;353-Труба насосно-компрессорная б/у 941,950т и пр. ТМЦ;НМЦ не установлена;2023-09-16;2023-09-26;Архив;Запрос предложений;sale/vitrine;ПИ308220;;https://www.tektorg.ru/sale/procedures/8559446;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;356 Труба насосно-компрессорная;НМЦ не установлена;2023-09-16;2023-09-26;Архив;Запрос предложений;sale/vitrine;ПИ308223;;https://www.tektorg.ru/sale/procedures/8559444;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;355-Труба насосно-компрессорная;НМЦ не установлена;2023-09-16;2023-09-26;Архив;Запрос предложений;sale/vitrine;ПИ308222;;https://www.tektorg.ru/sale/procedures/8559443;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН ""КАЛАШНИКОВ""";1832090230;;11345/724 Проведение технического обслуживания компрессорного оборудования;4428610 ₽;2023-09-15;2023-09-25;Отменён;Запрос предложений;zakupki;ЗП3091191;;https://www.tektorg.ru/223-fz/procedures/8904260;компрессор+компрессорная;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;"Поставка компрессорного масла Atlas Copco на л/к ""Новороссийск"" в морском порту Мурманск""";НМЦ не установлена;2023-08-22;2023-09-22;Работа комиссии;Ценовой запрос;market/rosmorport_kim;564755;19.20.29.160;https://www.tektorg.ru/market/procedures/8673823;компрессор+компрессорная;нет;;
"Акционерное общество ""Интер РАО – Электрогенерация""";7704784450;;633.23.00046 Техническое обслуживание компрессорного оборудования для Маяковской ТЭС;745705.69 ₽;2023-09-13;2023-09-21;Архив;Конкурс;interrao;ИР309215;33.19.10.000;https://www.tektorg.ru/inter_rao/procedures/8881758;компрессор+компрессорная;нет;;
"Акционерное общество ""ИНВЕСТГЕОСЕРВИС""";7704627560;;Запрос коммерческого предложения: Оказание услуг по предоставлению азотной компрессорной установки для освоения скважины на Восточно-Таркосалинском месторождении.;НМЦ не установлена;2023-09-08;2023-09-15;Отменён;Запрос предложений;zakupki;ЗП309582;;https://www.tektorg.ru/223-fz/procedures/8834220;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";7840346335;;ТО, ТР, КР компрессорных установок для филиала АО «Группа «Илим» в г. Усть-Илимске-ЦКК;НМЦ не установлена;2023-09-07;2023-09-13;Работа комиссии;Запрос предложений;zakupki;ЗП309453;33;https://www.tektorg.ru/223-fz/procedures/8828385;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕДВИЖИМОСТЬ ПЛЮС""";1215160180;;Аукцион в электронной форме по продаже арестованного имущества;27394349.29 ₽;2023-08-31;2023-09-12;Архив, Работа комиссии;Открытый аукцион с открытой формой представления предложений о цене;sale_arrest;ПИ308626;;https://www.tektorg.ru/sale/procedures/8762522;компрессор+компрессорная;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД ИМЕНИ М.И.КАЛИНИНА, Г. ЕКАТЕРИНБУРГ""";6663003800;;Выполнение работ по монтажу компрессорно-кондесаторного блока приточной установки П1 цеха 25 в корпусе 12-II (участок гидроаброзивной резки).;НМЦ не установлена;2023-08-30;2023-09-06;Отменён;Ценовой запрос;market;568291;33.12.19.000;https://www.tektorg.ru/market/procedures/8747822;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИРЕКТ НЕФТЬ""";;нет в словаре площадки;Приобретение насосно- компрессорной трубы.;НМЦ не установлена;2023-08-23;2023-08-30;Архив;Запрос предложений;zakupki;ЗП3081684;;https://www.tektorg.ru/223-fz/procedures/8684859;компрессор+компрессорная;нет;;
"Публичное акционерное общество ""Сатурн""";5508000955;;Выполнение строительно-монтажных работ по объекту: «Компрессорная станция в корпусе №16».;1374705.46 ₽;2023-08-25;2023-08-30;Архив;Ценовой запрос;market;566416;43.29.19.190;https://www.tektorg.ru/market/procedures/8705124;компрессор+компрессорная;нет;;
"Акционерное общество ""Нижегородский Завод  70-летия Победы""";5259113339;;Выполнение работ по ТО и ремонту компрессорного оборудования (5 единиц);НМЦ не установлена;2023-07-05;2023-08-28;Архив;Ценовой запрос;market;543696;33.12.19.000;https://www.tektorg.ru/market/procedures/8238695;компрессор+компрессорная;нет;;
"Акционерное общество ""ОРЕНБУРГНЕФТЕОТДАЧА""";;нет в словаре площадки;Запрос предложений в электронной форме на право заключения договора с АО «Оренбургнефтеотдача» на выполнение комплекса работ по нанесению защитного покрытия на насосно-компрессорные трубы для нужд АО «Оренбургнефтеотдача»;4982681.35 ₽;2023-07-24;2023-08-24;Архив;Запрос предложений;zakupki;ЗП3071717;25.61.22.190;https://www.tektorg.ru/223-fz/procedures/8404324;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН ""КАЛАШНИКОВ""";1832090230;;9873/724 Компрессорная установка с воздухоподготовкой (согласно ТЗ и спецификации);1300000 ₽;2023-08-14;2023-08-22;Архив;Запрос предложений;zakupki;ЗП308901;;https://www.tektorg.ru/223-fz/procedures/8605889;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРА МЕНЕДЖМЕНТ""";7725648850;;«Оказание услуг передвижной азотно-компрессорной станцией Ваньёганское м/р, лицензионный участок АО «ННК» в 2023-2024гг.;НМЦ не установлена;2023-08-07;2023-08-21;Отменён;Запрос предложений;zakupki;ЗП308429;49.41.20.000;https://www.tektorg.ru/223-fz/procedures/8538423;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРА МЕНЕДЖМЕНТ""";7725648850;;"Оказание услуг передвижной азотно-компрессорной станцией на лицензионных участках ООО ""Газпромнефть-Хантос""";НМЦ не установлена;2023-08-07;2023-08-21;Отменён;Запрос предложений;zakupki;ЗП308426;49.41.20.000;https://www.tektorg.ru/223-fz/procedures/8538366;компрессор+компрессорная;нет;;
"Акционерное общество ""Сибирская нефтегазовая компания""";8904005920;;Реализация Блок компрессорно-конденсатный Dantex DK-28WC/SF;НМЦ не установлена;2023-07-25;2023-08-21;Архив;Запрос предложений;sale/vitrine;ПИ306081;;https://www.tektorg.ru/sale/procedures/8085434;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;354-Труба насосно-компрессорная 60 б/у - 127,220 т, и пр. ТМЦ;НМЦ не установлена;2023-08-15;2023-08-18;Архив;Запрос предложений;sale/vitrine;ПИ308221;;https://www.tektorg.ru/sale/procedures/8559447;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИЛОВЫЕ МАШИНЫ - ЗТЛ, ЛМЗ, ЭЛЕКТРОСИЛА, ЭНЕРГОМАШЭКСПОРТ""";7702080289;;Выполнение работ по ремонту встроенных охладителей (компрессорной холодильной установки) щитов управления технологического оборудования;НМЦ не установлена;2023-08-03;2023-08-14;Отменён;Ценовой запрос;market/silovyi_machine;556533;33.19.10.000;https://www.tektorg.ru/market/procedures/8502377;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН ""КАЛАШНИКОВ""";1832090230;;техобслуживание компрессорного оборудования;НМЦ не установлена;2023-08-08;2023-08-14;Архив;Ценовой запрос;market;558802;28.94.21.000;https://www.tektorg.ru/market/procedures/8549251;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕПЛОЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ МОСЭНЕРГО""";7721604869;;Открытый запрос предложений № 54/Т-ОЗП/23 на право заключения договора на изготовление и поставку металлоконструкций насосной станции пожаротушения, узла налива в танкеры, узла выдачи дизельного топлива, компрессорно-конденсационной установки (ККУ) для компримирования аммиака с использованием существующих винтовых компрессоров для объекта «Строительство перевалочного комплекса аммиака и минеральных удобрений мощностью 5 млн тонн в год в морском порту Тамань»;НМЦ не установлена;2023-07-05;2023-08-11;Архив;Запрос предложений;zakupki/mosenergo;ЗП307290;25.11;https://www.tektorg.ru/223-fz/procedures/8237618;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСВЕННОСТЬЮ ""СТАВРОПОЛЬНЕФТЕГАЗ""";;нет в словаре площадки;"Опрос рынка "" Поставка Насосно-компрессорных труб""";НМЦ не установлена;2023-07-31;2023-08-04;Архив;Запрос предоставления ценовой информации;zakupki;ЗП3072399;;https://www.tektorg.ru/223-fz/procedures/8471489;компрессор+компрессорная;нет;;
Санкт-Петербургское государственное казенное учреждение «Управление заказчика по строительству и капитальному ремонту объектов инженерно-энергетического комплекса»;;нет в словаре площадки;Проведение лабораторных исследований компрессорных и нефтяных турбинных масел, поступающих, хранящихся и используемых на Юго-Западной ТЭЦ;1537200 ₽;2023-07-18;2023-08-03;Архив;Конкурс;zakupki;ЗП3071286;71.20.11.190;https://www.tektorg.ru/223-fz/procedures/8343515;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;"86в-Труба насосно-компрессорная 60 б/у - 85,840 т. Местонахождение 1. Томская область, Каргасокский р-он, п. Пионерный НКТ ""НТС-ТМ";НМЦ не установлена;2023-07-20;2023-08-02;Архив;Запрос предложений;sale/vitrine;ПИ307389;;https://www.tektorg.ru/sale/procedures/8358725;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;"85в-Труба насосно-компрессорная 60 б/у - 141,764 т; 73 б/у - 168,985 т; 89 б/у - 250,763 т (из них 40,000т забитая АСПО, и 124,178 тн в виде металлолома)";НМЦ не установлена;2023-07-20;2023-08-02;Архив;Запрос предложений;sale/vitrine;ПИ307388;;https://www.tektorg.ru/sale/procedures/8358724;компрессор+компрессорная;нет;;
Акционерное общество «ВЯТСКОЕ МАШИНОСТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ «АВИТЕК»;4345047310;;Масло компрессорное КС-19;НМЦ не установлена;2023-07-26;2023-07-31;Архив;Ценовой запрос;market;552801;19.20.29.150;https://www.tektorg.ru/market/procedures/8420925;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЖДСТРОЙ""";7708587205;;Поставка компрессорного масла для СМТ «Стройиндустрия» филиала АО «РЖДстрой»;89520 ₽;2023-07-24;2023-07-31;Архив;Ценовой запрос;market;551890;19.20.29.150;https://www.tektorg.ru/market/procedures/8405444;компрессор+компрессорная;нет;;
"Акционерное общество ""Зарубежнефть""";;нет в словаре площадки;"Лот ЗНХ/23/10 Выполнение электромонтажных работ и КИПиА по объекту ""Тит. 003, 003/1, 003/2 Газокомпрессорная установка среднего давления»";29916544 ₽;2023-07-06;2023-07-18;Архив;Конкурс;zakupki/znft;ЗП307369;43.99.90.190;https://www.tektorg.ru/223-fz/procedures/8251795;компрессор+компрессорная;нет;;
"ПЕРМСКОЕ КРАЕВОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АВТОВОКЗАЛ""";5904100150;;Поставка газомоторного топлива (компримированного природного газа (КПГ) через сеть автомобильных газонаполнительных компрессорных станций (АГНКС), посредством топливных карт для транспортных средств ПКГУП «Автовокзал»;86240000 ₽;2023-06-28;2023-07-16;Архив;Конкурс;zakupki;32312531049;06.20.10.110;https://www.tektorg.ru/223-fz/procedures/8168731;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРА МЕНЕДЖМЕНТ""";7725648850;;Обустройство системы подачи сжатого воздуха к рабочим местам участка МО (п/п Пермь) с поставкой  компрессорно-осушительного блока.;НМЦ не установлена;2023-06-10;2023-07-11;Архив;Запрос предложений;zakupki;ЗП306976;28.13.99.190;https://www.tektorg.ru/223-fz/procedures/8092083;компрессор+компрессорная;нет;;
