nomer_stroki;model;strana;zakazchik_i_obekt;zakazchik;god_postavki;hvost_stroki;istochnik;data_sbora
1275;Н-3500-15-1;Россия;МЗ им.А.К.Серова МЗ им.А.К.Серова;МЗ им.А.К.Серова;1979;1,25 4000 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1276;Н-6500-11-4;Украина;Запорожсталь МЗ Запорожсталь МЗ;Запорожсталь МЗ;1979;1,6 6750 1 0,10 0,09 Электродвигатель Металлургия газ ферросплавных печей;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1277;Н-6500-11-4;Турция;Искендерунский МК Искендерунский МК;Искендерунский МК;1979;1,6 6750 1 0,10 0,09 Электродвигатель Металлургия газ ферросплавных печей;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1278;Н-6500-11-4;Венгрия;Меткомбинат Меткомбинат;Меткомбинат;1979;1,6 6750 1 0,10 0,09 Электродвигатель Металлургия газ ферросплавных печей;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1279;Н-6500-11-4;Россия;Нижнетагильский МК Нижнетагильский МК;Нижнетагильский МК;1979;1,6 6750 1 0,10 0,09 Электродвигатель Металлургия газ ферросплавных печей;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1280;Н-6500-11-4;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1979;1,6 6750 1 0,10 0,09 Электродвигатель Металлургия газ ферросплавных печей;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1281;Н-6500-11-4;Россия;Челябинский МК Челябинский МК;Челябинский МК;1979;1,6 6750 1 0,10 0,09 Электродвигатель Металлургия газ ферросплавных печей;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1282;Н-7500-11-3;Югославия;"МК ""Железара Зеница"" МК ""Железара Зеница""";"МК ""Железара Зеница""";1979;2,5 7500 1 0,10 0,09 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1283;Н-9000-11-4;Украина;Никопольский завод ферросплавов Никопольский завод ферросплавов;Никопольский завод ферросплавов;1979;2,5 9000 1 0,09 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1284;К-1500-62-2;Россия;Капролактам Капролактам;Капролактам;1979;9 1590 3 0,74 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1285;К-1500-62-2;Россия;Капролактам Капролактам;Капролактам;1979;9 1590 3 0,74 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1286;К-1500-62-2;Россия;Нижнекамскнефтехим Нижнекамскнефтехим;Нижнекамскнефтехим;1979;9 1590 3 0,74 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1287;К-1500-62-2;Казахстан;Новоджамбульский фосфорный завод Новоджамбульский фосфорный завод;Новоджамбульский фосфорный завод;1979;9 1590 3 0,74 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1288;К-210-62-1;Россия;Оргсинтез Оргсинтез;Оргсинтез;1979;6 222 3 1,72 0,14 Электродвигатель Химическая пропилен;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1289;К-210-62-1;Азербайджан;Сумгаитхимпром Сумгаитхимпром;Сумгаитхимпром;1979;6 222 3 1,72 0,14 Электродвигатель Химическая пропилен;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1290;Н-900-31-3;Россия;МЗ им.А.К.Серова МЗ им.А.К.Серова;МЗ им.А.К.Серова;1979;3,15 890 1 0,28 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1291;К-345-92-1;Россия;Новолипецкий МК Новолипецкий МК;Новолипецкий МК;1979;3,2 370 4 1,37 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1292;Н-9000-11-5л;Россия;Новолипецкий МК Новолипецкий МК;Новолипецкий МК;1979;3,3 12000 1 0,09 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1293;К-390-111-1;Украина;МЗ им. Петровского МЗ им. Петровского;МЗ им. Петровского;1979;3,75 395 4 3,24 0,10 электродвигатель Металлургия азот/воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1294;Н-900-31-4;Россия;Североникель Североникель;Североникель;1979;4 980 1 0,33 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1295;К-1500-62-2;Украина;Азовсталь Азовсталь;Азовсталь;1979;9 1590 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1296;К-345-92-1;Россия;Азот Азот;Азот;1979;3,5 345 3 1,32 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1297;К-345-92-1;Россия;Капролактам Капролактам;Капролактам;1979;3,5 345 3 1,32 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1298;К-345-92-1;Россия;Нижнекамскнефтехим Нижнекамскнефтехим;Нижнекамскнефтехим;1979;3,5 345 3 1,32 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1299;К-380-103-1;Россия;Нижневартовскнефтегаз Нижневартовскнефтегаз;Нижневартовскнефтегаз;1979;6,3 345 2 3,90 0,19 Электродвигатель Нефтяная попутный нефтяной газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
