inn;predpriyatie;zapros;zapros_slabyy;vsego_po_schetchiku;nomer;nazvanie;izobretateli;imya_v_citate;privyazka;citata;ssylka
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU1678986A1;Тоннель метрополитена;Дорман Игорь Яковлевич, Курнавин Сергей Александрович, Маковский Илья Вениаминович, Муромцев Юрий Зиновьевич;1;упоминание в тексте, патентообладатель не проверен;"и повышение эффективности виброзащиты.На фиг. 1 изображен тоннель метрополитена ; на фиг. 2 - сечение А-А на фиг. 1.Тоннель метрополитена имеет сборную или монолитную замкнутую обделку 1, в основании которой";https://patenton.ru/patent/SU1678986A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU1131954A1;Путь метрополитена;Василенко Евстафий Андреевич, Молодцов Георгий Викторович, Василенко Игорь Евстафиевич, Борзенкова Наталья Михайловна, Беркович Юрий Маркович, Актов Владимир Борисович;1;упоминание в тексте, патентообладатель не проверен;быть использовано при устройстве пути в тоннелях и на станциях метрополитенов. Известен путь метрополитена , содержащий бетонное основание, шпалы, уложенные в гнездах бетонного основания и опирающиеся на;https://patenton.ru/patent/SU1131954A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU1571144A1;Тоннель метрополитена;Мрочек Геннадий Адамович, Василевич Юрий Владимирович, Фролов Геннадий Иванович;1;упоминание в тексте, патентообладатель не проверен;уменьшение динамического воздействия подвижного состава на близрасположенные сооружения. Тоннель метрополитена включает обделку 1 и уложенный на основание 2 рельсовый путь 3, причем обделка 1 выполнена с проемами;https://patenton.ru/patent/SU1571144A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;RU2117584C1;ПОЕЗД МЕТРОПОЛИТЕНА;Андреев Николай Павлович;1;упоминание в тексте, патентообладатель не проверен;Изобретение относится к городскому транспорту, в частности к метрополитену. В известных поездах метрополитена вагоны находятся на тележках, у которых колеса имеют стальные гребни и бандажи. Такие колеса создают;https://patenton.ru/patent/RU2117584C1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;RU2506220C1;ЭСКАЛАТОР МЕТРОПОЛИТЕНА;Тарасов Юрий Дмитриевич;1;упоминание в тексте, патентообладатель не проверен;действия, а именно к эскалаторам метрополитена с устройствами для улавливания ступенчатого полотна при обрыве тяговых цепей. Известен принятый за прототип эскалатор метрополитена , содержащий раму, ступенчатое;https://patenton.ru/patent/RU2506220C1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;RU2752036C1;ВЫСОКОСКОРОСТНОЙ МЕТРОПОЛИТЕН;Шайдоров Владимир Васильевич;1;упоминание в тексте, патентообладатель не проверен;изобретение высокоскоростного метрополитена относиться к конструкции и организации транспортной системы крупных мегаполисов.Известны многочисленные традиционные типы метрополитена , в основу которых заложены;https://patenton.ru/patent/RU2752036C1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU530933A1;Односводочатая станция метрополитена;Антонов Олег Юрьевич, Сильвестров Сергей Николаевич, Афендиков Леонид Семенович, Капустин Владимир Михайлович, Соловьев Юрий Филиппович, Федоров Георгий Александрович, Медейко Владимир Иванович, Сахиниди Иван Константинович, Скобенников Георгий Александрович;1;упоминание в тексте, патентообладатель не проверен;"изображена предлагаемая односводчатая станция метрополитена , поперечное сечение; на фиг. 2- элемент стены, поперечное сеч(;ние. Односводчатая станция метрополитена со сборной Ii3 отдельных секций вдоль станции";https://patenton.ru/patent/SU530933A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU505806A1;Тоннель для станции метрополитена;Барский Ефим Семенович, Жуков Игорь Леонидович, Муромцев Юрий Зиновьевич;1;упоминание в тексте, патентообладатель не проверен;1Изобретение относится к машиностроению.Известен тоннель для станции метрополитена с повторяющимися вдоль станции участками, включающими крайние замкнутые кольца и средние разомкнутые кольца с верхней;https://patenton.ru/patent/SU505806A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU123559A1;Воздухораспределитель для вагонов метрополитена;Чехович В.Н., Шавгулидзе Е.А., Шавгулидзе Т.Е.;1;упоминание в тексте, патентообладатель не проверен;Известны электровоздухораспределители для вагонов метрополитена , заключающие первичный орган трех давлений и вторичный орган реле, имеющие систему диафрагм, передающих действующее на них давление сжатого;https://patenton.ru/patent/SU123559A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU144194A1;Электровоздухораспределитель для вагонов метрополитена;Чехович В.Н., Шавгулидзе Е.А., Шавгулидзе Т.Е.;1;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/SU144194A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU69489A1;ОБДЕЛКА СТАНЦИЙ МЕТРОПОЛИТЕНА;Грейц Б.В., Семенов А.И.;1;упоминание в тексте, патентообладатель не проверен;Станции глубокого заложения метрополитена в виде параллельно-сопряженных тоннелей, образующих один общий зал по всей длине станции, как показала практика, удобны в эксплоатации и в производстве работ.Однако;https://patenton.ru/patent/SU69489A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU772904A1;Система электроснабжения метрополитена;Косарев Борис Иванович, Косолапов Геннадий Николаевич, Минин Геннадий Андреевич, Наумов Анатолий Васильевич;1;упоминание в тексте, патентообладатель не проверен;Это практически не изменяет условий электробезопасности при обслуживании рельсо-контактной сети метрополитена и не снижает уровень изоляции контактного рельса, так как не требует установки дополнительных;https://patenton.ru/patent/SU772904A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU855132A1;Односводчатая станция метрополитена;Айвазов Юрий Николаевич, Лысяк Владимир Александрович, Шкута Евгений Феоктистович;1;упоминание в тексте, патентообладатель не проверен;(54) ОДНОСВОДЧАТАЯ СТАНЦИЯ МЕТРОПОЛИТЕНА Изобретение, относйтсй к подземному строительству, а именно к конструкциям односводчатых станций метрополитена и других подземных сооружений. Известна конструкция;https://patenton.ru/patent/SU855132A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU638667A1;Перегонный тоннель метрополитена;Ильичев Вячеслав Александрович, Буланов Юрий Александрович, Шехтер Ольга Яковлевна, Уколов Владимир Николаевич;1;упоминание в тексте, патентообладатель не проверен;фиг. 1 изображен предлагаемый перегонный тоннель метрополитена в плане: на фиг. 2 поперечный разр-е-з А-А на фиг. 1, Перегонный тоннель метрополитена включает лоток 1. перекрытие 2 и стены 3, выполненные;https://patenton.ru/patent/SU638667A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU1063660A1;Система электроснабжения метрополитена;Косарев Борис Иванович, Косолапов Геннадий Николаевич, Наумов Анатолий Васильевич, Рафаилов Игорь Борисович;1;упоминание в тексте, патентообладатель не проверен;транспорту ,и касается электроснабжения тяговых осей метро политена. Известна система электроснабжени метрополитена , содержащая источник электрбснабжения, один полюс которо го соединен с ходовыми рельсами, а другой;https://patenton.ru/patent/SU1063660A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU1079761A1;Односводчатая станция метрополитена;Ишанходжаев Абдурахман Асимович, Шаназаров Шухрат Ильясович;1;упоминание в тексте, патентообладатель не проверен;ОДНОСВОДЧАТАЯ СТАНЦИЯ МЕТРОПОЛИТЕНА , включающая шарнирно опертый на лоток свод, состоящий из отдельных секций, каждая из которых выполнена составной из сборных элементов, отличающаяся тем, что, с целью;https://patenton.ru/patent/SU1079761A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU1364505A1;Токосъемник для вагонов метрополитена;Штейн Леонид Яковлевич, Хрусталев Леонид Моисеевич;1;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/SU1364505A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU1229086A1;Токоприемник для вагонов метрополитена;Штейн Леонид Яковлевич;1;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/SU1229086A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU1155650A1;Железнодорожный путь метрополитена;Кондаков Николай Николаевич, Плотников Юрий Данилович, Мрочек Геннадий Адамович, Евсевьев Геннадий Александрович;1;упоминание в тексте, патентообладатель не проверен;11Изобретение относится к конструкции железнодорожного пути метрополитена малого заложения.Известен железнодорожный путь метрополитена , содержащий размещенное с зазором в монолитном лотковом основании;https://patenton.ru/patent/SU1155650A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;SU1765497A1;Устройство вентиляции метрополитена;Россовский Владилен Григорьевич;1;упоминание в тексте, патентообладатель не проверен;вентиляции путем использования энергии воздушных потоков при правостороннем движении поездов метрополитена . Вентиляционые каналы 3 и 4, соединяющие магистральные тоннели 1 и 2 между станциями 5 и 6,;https://patenton.ru/patent/SU1765497A1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;RU2123554C1;РЕЛЬСОВЫЙ ПУТЬ МЕТРОПОЛИТЕНА;Яникин Виктор Владимирович, Чапаев Андрей Николаевич, Гостева Ольга Ивановна, Лисяк Владимир Александрович, Василец Владимир Сергеевич, Лещенко Валентина Ивановна;1;упоминание в тексте, патентообладатель не проверен;Изобретение относится к рельсовому пути метрополитена , в частности не имеющему шпал. Известен рельсовый путь на железобетонном основании (см. авт. св. СССР N 992636, кл. E 01 B 9/48, 1983), содержащий;https://patenton.ru/patent/RU2123554C1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;RU2286459C1;ВЕНТИЛЯЦИОННЫЙ КИОСК МЕТРОПОЛИТЕНА;Ершов Александр Владимирович, Зайцев Сергей Викторович, Изюмов Алексей Сергеевич, Кривенко Андрей Аскольдович, Ланчиков Константин Васильевич, Лобанов Игорь Юрьевич, Тригубова Людмила Ромуальдовна;1;упоминание в тексте, патентообладатель не проверен;время к надшахтным сооружениям метрополитена типа вентиляционных киосков, располагаемых, как правило, в местах плотной городской и жилищной застройки вблизи станций метрополитена и в условиях скопления автотранспортных;https://patenton.ru/patent/RU2286459C1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;RU2368848C1;ВЕНТИЛЯЦИОННЫЙ КИОСК МЕТРОПОЛИТЕНА;Гаев Дмитрий Владимирович, Ершов Александр Владимирович, Кривенко Андрей Аскольдович, Левина Наталия Петровна, Зайцев Сергей Викторович, Данелюк Павел Михайлович, Грибов Валерий Иванович, Гончаров Анатолий Алексеевич;1;упоминание в тексте, патентообладатель не проверен;использовано при сооружении киосков, устанавливаемых над вентиляционными шахтами метрополитена . Вентиляционные киоски метрополитена размещают, как правило, в местах плотной жилищной застройки и в условиях скопления;https://patenton.ru/patent/RU2368848C1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;RU2319079C1;ВЕНТИЛЯЦИОННЫЙ КИОСК МЕТРОПОЛИТЕНА;Ершов Александр Владимирович, Зайцев Сергей Викторович, Изюмов Алексей Сергеевич, Кривенко Андрей Аскольдович, Ланчиков Константин Васильевич, Левина Наталия Петровна, Лобанов Игорь Юрьевич, Мельников Михаил Александрович, Разинков Владимир Алексеевич, Тригубова Людмила Ромуальдовна;1;упоминание в тексте, патентообладатель не проверен;вентиляционным киоскам, размещаемым, как правило, в местах плотной жилищной застройки вблизи станций метрополитена и в условиях скопления автотранспортных средств, предъявляются жесткие требования в отношении;https://patenton.ru/patent/RU2319079C1
7702038150;"ГУП ""Московский метрополитен""";метрополитен;;1442;RU2462595C1;СПОСОБ ВЕНТИЛЯЦИИ МЕТРОПОЛИТЕНА;Елгаев Сергей Григорьевич, Ершов Александр Владимирович, Земельман Александр Маркович, Королев Евгений Григорьевич, Мутушев Михаил Адольфович;1;упоминание в тексте, патентообладатель не проверен;к вентиляции и может быть использовано для устройства систем основной (тоннельной) вентиляции метрополитена (ов). Вентиляцией обеспечивают нормативные значения температурно-влажностного режима (ТВР) и поддерживают;https://patenton.ru/patent/RU2462595C1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;RU2190919C2;СИЛОВАЯ ЦЕПЬ ЭЛЕКТРИЧЕСКОГО СИЛОВОГО ПРЕОБРАЗОВАТЕЛЯ;Ито Сатору, Наката Кийоши, Койанаги Асако, Мишима Акира, Тойота Ейихи, Сатоу Тсунео, Айано Хидеки;;упоминание в тексте, патентообладатель не проверен;Изобретение относится к силовой цепи электрического силового преобразователя, который с помощью полупроводниковых устройств преобразует постоянный ток в переменный и переменный ток в постоянный и предназначен;https://patenton.ru/patent/RU2190919C2
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU434505A1;СИЛОВОЙ РЕВЕРСОРМ«]«;;1;упоминание в тексте, патентообладатель не проверен;электроаннаратостроения.Известны силовые реверсоры, содержащие два неподвижных сердечника с обмотками и подвижный якорь с мостиковыми контактами.Цель изобретения - повысить надежность в работе и быстродействие силового реверса.;https://patenton.ru/patent/SU434505A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU438052A1;Силовой автотрансформатор;Манькин М.Э.А., Лоханин А.К., Зенова В.П.;1;упоминание в тексте, патентообладатель не проверен;1Изобретение относится к трансфор1маторам, а именно к мощным силовым автотрансформаторам сверхвысокого напряжения.Применяемые в настоящее время силовые автотрансформаторы сверхвысокого напряжения выполняются;https://patenton.ru/patent/SU438052A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU433362A1;СИЛОВОЙ ПРЕОБРАЗОВАТЕЛЬ;В.Г, Шкварченко В.Т, Лысаковский;;упоминание в тексте, патентообладатель не проверен;Изобретение отоспится -к пневмоавтоматие, в частности к силовым пневматическим лреобрэзователям. Известен силовой преобразователь, в котором преобразование усилия в пропорциональный пневматический сигнал;https://patenton.ru/patent/SU433362A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU433364A1;СИЛОВОЕ ЗВЕНО;А. В. Нижегородов;;упоминание в тексте, патентообладатель не проверен;силоизмерительной технике и может быть использовано, например, в снлоизмерительных при1борах.Известное силовое звено, содержащее незамкнутый упругий элемент с закрепленными на нем пальцнми и тяговые скобы, соедииен.ные;https://patenton.ru/patent/SU433364A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU408040A1;СИЛОВОЙ ЦИЛИНДР;А. К. Бутыленко Г. П. Гажа;;упоминание в тексте, патентообладатель не проверен;1Известен силовой цилиндр, содержащий корлус и подвижный поршень, снабженный доиолиителыюй рабочей камерой с неподвижными относительно корпуса поршнем и штоком, в котором выполнены каналы, сообш,аюЩне;https://patenton.ru/patent/SU408040A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU421806A1;СИЛОВОЙ ЦИЛИНДР;;1;упоминание в тексте, патентообладатель не проверен;папример, шнековой машины или экскаватора, перемещающихся на опорных лыжах путем шагания.Известны силовые цилиндры, подводящие штуцера которых связаны с крышкой цилиндра через шаровой шарнир с каналами для;https://patenton.ru/patent/SU421806A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU418308A1;СИЛОВАЯ ГОЛОВКА;Изобретени С. Д. Френкель, В. П. Мушкин Б. Ю. Левин;1;упоминание в тексте, патентообладатель не проверен;1Изобретение относится к станкостроению.Известны силовые головки с приводами вращения шпинделя, подач и ускоренных перемещений пиноли, снабженной механизмом ограничения ее хода.Предлагаемая головка отличается;https://patenton.ru/patent/SU418308A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU397277A1;СИЛОВАЯ ГОЛОВКА;И. В. Зубко Б. Д. Мирошниченко;;упоминание в тексте, патентообладатель не проверен;Изобретение относится к станкостроению, и в частности к пневмогидравлическим силовым головкам, при/.зеняемым в агрегатных станках для различло обработки деталей, например сверления.И звестны С1 логзые;https://patenton.ru/patent/SU397277A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU425011A1;СИЛОВОЙ ЦИЛИНДР;;1;упоминание в тексте, патентообладатель не проверен;1Изобретение относится к машиностроению, в частности к силовым цилиндрам с фиксацией крайних еоложеиий поршня.Известны силовые цилиндры, содержащие корпус, поршепь со штоком, устройство для запирания поршня;https://patenton.ru/patent/SU425011A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU423961A1;СИЛОВОЙ ЦИЛИНДР;Ю. А. Боборыкин, Ю. Г. Куркин, А. К. Горлов Е. А. Фролов;;упоминание в тексте, патентообладатель не проверен;оп1Иральнос|Т И также перемещается в нап равлввии рабочего хода. Паокольку лента ъря этом исключает силовой коитакт и стенок: циши1НД1ра /, уменьшается трение и из,нос зеркала цилиидра, повышается к. п. д.При;https://patenton.ru/patent/SU423961A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU446388A1;Силовая головка;Пестунов Владимир Михайлович, Лебедев Юрий Васильевич;1;упоминание в тексте, патентообладатель не проверен;1Изобретение относится к области станкостроения.Известны силовые головки пинольного типа, содержащие винтовой привод рабочей подачи и ускоренных перемещений и привод главного движения.Недостатком известных;https://patenton.ru/patent/SU446388A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU447527A1;Силовой цилиндр;Кимпеляйнен Иван Дмитриевич, Павлов Валентин Егорович, Пушин Юрий Николаевич, Стегаличев Олег Георгиевич;;упоминание в тексте, патентообладатель не проверен;Иэвзотен силовой цилиндр, содержащий корцус со ступенчатой растопкой и два порпня. Один из поршней - основной снаожен двумя штоками и работает в расточке меньшего диаметра, а дшгой - дополнительный - работает;https://patenton.ru/patent/SU447527A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU446692A1;Силовой цилиндр;Рождественский Борис Сергеевич;1;упоминание в тексте, патентообладатель не проверен;1Изобретение относится к области -машиностроения, в частности к силовым цилиндрам с фиксацией поршня в промежуточном положении,Известны силовые цилиндры, содержащие гильзу, шток с поршнем и торцовые крышки;https://patenton.ru/patent/SU446692A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU444900A1;Силовой цилиндр;Самаринов Валентин Геннадьевич, Журавин Михаил Гиршевич;;упоминание в тексте, патентообладатель не проверен;1I Известен силовой цилиндр, содержащий поршень, снабженный канавками, выполненными на его рабочей поверхности, и боковой канал для подвода рабочей среды.Однако подача рабочей среды в иггоковую полость;https://patenton.ru/patent/SU444900A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU470361A1;Силовой механизм;Коральник Борис Павлович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/SU470361A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU462950A1;Силовой цилиндр;Коровицын Лев Федорович, Скумбин Альберт Карлович;;упоминание в тексте, патентообладатель не проверен;Изобретение относится к машиностроению, в частности к машинам, оснащенным силовыми цилиндрами с длинным ходом.Известен силовой цилиндр, в котором коаксиально установлены две взаимно уплотненные рабочие;https://patenton.ru/patent/SU462950A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU473374A3;Силовой цилиндр;Роджер Кейт Тайлор;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/SU473374A3
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU457828A1;Силовой цилиндр;Заремба Леонид Юрьевич;1;упоминание в тексте, патентообладатель не проверен;1Изобретение относится к области машиностроения, в частности к силовым цилиндрам.Известны силовые цилиндры, в которых торцовые крышки выполнены в виде стаканов.Цель изобретения - упростить конструкцию;https://patenton.ru/patent/SU457828A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU464397A1;Силовая головка;Пестунов Владимир Михайлович, Лебедев Юрий Васильевич, Янютин Евгений Алексеевич;;упоминание в тексте, патентообладатель не проверен;(54) СИЛОВАЯ ГОЛОВКАЕсли отношение зубьев колес 12 и 13 равное гз, будет меньше отношения зубьев колес 7 и 8, т. е. , то при выключении муфты 14 и включении муфты 15 нанравление перемеш.ений пиноли 2 изменится;https://patenton.ru/patent/SU464397A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU485238A1;Силовой цилиндр;Кувшинов Валерий Степанович;;упоминание в тексте, патентообладатель не проверен;Известен силовой шшиндр, содержащий цилиндр, опору, поршень, установленный подвижно относительно цилиндра н оноры, шток, связанный с поршнем и снабженный рейкой, реечную шестерную, установленную на оси;https://patenton.ru/patent/SU485238A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU483189A1;Силовой механизм;Коральник Борис Павлович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/SU483189A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU347159A1;СИЛОВАЯ ГОЛОВКА;;1;упоминание в тексте, патентообладатель не проверен;Известны силовые головки с винтовым механизмом подачи.Описываемая силовая головка отличается от известных тем, что на винте установлены две связанные подпружиненным нажимным механизмом гайки, одна из которых;https://patenton.ru/patent/SU347159A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU342751A1;СИЛОВАЯ ГОЛОВКА;;1;упоминание в тексте, патентообладатель не проверен;Известны силовые головки, шпиндель которых размещен на подшипниках качения внутри ввернутой в неподвижный корпус пиноли.Предлагаемое устройство обеспечивает повышение надежности осевой подачи. С этой целью;https://patenton.ru/patent/SU342751A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU358102A1;СИЛОВАЯ ГОЛОВКА;;1;упоминание в тексте, патентообладатель не проверен;Изобретение относится к устройствам, осуществляющим прерывистую передачу в станках.Известны силовые головки, подача инструмента которых осуществлена кулачковой- парой. Для дробления стружки на кулачке;https://patenton.ru/patent/SU358102A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU375135A1;СИЛОВАЯ ГОЛОВКА;;1;упоминание в тексте, патентообладатель не проверен;агрегатных етаяках.Известны силовые головки, в которых винтовой нривод рабочей подачи и ускоренных перемещений выполнен в виде отдельных кинематических цепей.Описываемая силовая головка отличается от известных;https://patenton.ru/patent/SU375135A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU384650A1;СИЛОВАЯ ГОЛОВКА;В. Ф. Курин Казанский Моторостроительный Завод;1;упоминание в тексте, патентообладатель не проверен;1Изобретение может быть использовано в агрегатных станках.Известны силовые головки с дискретной подачей пиполи за счет изменения чисел оборотов кулачка, приводимого во вращение от эксцентриков и двух качающихся;https://patenton.ru/patent/SU384650A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU289694A1;СИЛОВОЙ АГРЕГАТ;Г. В. Аверин, А. И. Баранов, В. В. Левин, И. А. Курзель, В. П. Стешенко, Т. А. Реппих, С. А. Фимичев, Б. Б. Берменсон, В. А. Балахнин,;;упоминание в тексте, патентообладатель не проверен;Изобретение относится к силовым агрегатам, преи.мущественно для транспортных средств, например автомобилей, точнее к силовым агрегатам, в которых поршневой двигатель внутреннего сгорания объединен с коробкой;https://patenton.ru/patent/SU289694A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU272772A1;СИЛОВАЯ ГОЛОВКА;;1;упоминание в тексте, патентообладатель не проверен;обработки деталей.Известны силовые головки пинольного типа с плоскокулачковым приводом подачи и кулачковой муфтой, управляющей включением и выключением подачи.Описываемая силовая головка отличается от известных;https://patenton.ru/patent/SU272772A1
7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";СИЛОВЫЕ;;10000;SU236173A1;СИЛОВОЙ ЦИЛИНДР;;1;упоминание в тексте, патентообладатель не проверен;Известны силовые нилиндры, содержащие кориус, поршень со штоком и устройство для заиирания поршня в крайних положениях.В оинсываемо.м силовом иилиндре устройство для запирания поршня выполнено в виде двух;https://patenton.ru/patent/SU236173A1
7702352454;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";ГОСУДАРСТВЕННОЕ;;10000;SU240348A1;Ж. А. ЯМПОЛБСКИЙ Государственное конструкторское бюро «Термоприбор»;;1;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/SU240348A1
7702352454;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";ГОСУДАРСТВЕННОЕ;;10000;RU2267809C1;АНАЛИТИЧЕСКАЯ СИСТЕМА ГОСУДАРСТВЕННОГО РЕГИСТРА НАСЕЛЕНИЯ;Арлазаров Владимир Львович, Романов Анатолий Николаевич, Славин Олег Анатольевич;;упоминание в тексте, патентообладатель не проверен;Изобретение относится к вычислительной технике, в частности к аналитической системе государственного регистра населения.Как известно, в политике, экономике и социальной сфере важнейшая роль принадлежит;https://patenton.ru/patent/RU2267809C1
7702352454;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";ГОСУДАРСТВЕННОЕ;;10000;RU2287175C1;АВТОМАТИЗИРОВАННАЯ СИСТЕМА ГОСУДАРСТВЕННОГО РЕГИСТРА НАСЕЛЕНИЯ;Юхневич Леонид Александрович, Корсаков-Богатков Виктор Сергеевич, Романов Анатолий Николаевич;;упоминание в тексте, патентообладатель не проверен;частности к автоматизированной системе государственного регистра населения.Автоматизированная система государственного регистра населения (далее - АС ГРН) - это государственная межведомственная система интеграции;https://patenton.ru/patent/RU2287175C1
7702352454;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";ГОСУДАРСТВЕННОЕ;;10000;RU2276806C1;АВТОМАТИЗИРОВАННАЯ СИСТЕМА ГОСУДАРСТВЕННОГО РЕГИСТРА НАСЕЛЕНИЯ;Арлазаров Владимир Львович, Романов Анатолий Николаевич, Славин Олег Анатольевич;;упоминание в тексте, патентообладатель не проверен;вычислительной технике, в частности к автоматизированной системе ведения государственного регистра населения.Документированная информация государственного регистра населения о физических лицах относится к категории;https://patenton.ru/patent/RU2276806C1
7702352454;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";ГОСУДАРСТВЕННОЕ;;10000;RU2287186C1;АНАЛИТИЧЕСКАЯ СИСТЕМА ГОСУДАРСТВЕННОГО РЕГИСТРА НАСЕЛЕНИЯ;Юхневич Леонид Александрович, Корсаков-Богатков Виктор Сергеевич, Пятикоп Сергей Михайлович, Романов Анатолий Николаевич;;упоминание в тексте, патентообладатель не проверен;относится к вычислительной технике, в частности к аналитической системе государственного регистра населения (АС ГРН). Государственный регистр населения (ГРН) является ядром системы персонального учета населения;https://patenton.ru/patent/RU2287186C1
