zapros;polezno;kategoria;mash_slovo;srok;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
ротор компрессора;да;машина;да;действует;28-ТУ-05530-2023;27.03.2023;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";Заключение экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производственном объекте: Корпус и ротор центробежного нагнетателя (компрессора) ЦБН тип Н-280-11-6 зав. № 175, ст. №11, инв. № 126715;ТУ;0276081462;"ООО НПК ""ДИАКОНТ""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-05530-2023;https://monitor-pb.ru/customer/1102024468
ротор компрессора;да;машина;да;истекает;18-ТУ-02189-2021;03.02.2021;7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";на техническое устройство, применяемое на опасном производственном объекте: резервный ротор НИМ-85.025.5VR-G СП зав.№ 85.025/2 компрессора 5VR 200/490 G поз.ЦК-1, принадлежащий ПАО «Славнефть-ЯНОС»;ТУ;7721776018;"ООО ""РУСНЕФТЕПРОЕКТ-МСК""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-02189-2021;https://monitor-pb.ru/customer/7601001107
ротор компрессора;да;машина;да;истекает;27-ТУ-06933-2023;14.04.2023;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";"центробежный нагнетатель (компрессор) ЦБН тип Н-370-18-1 корпус зав. № 6544 и ротор зав. № 83-85, ст. № 42, инв. № 126409, применяемые на ОПО: ""Площадка компрессорной станции Приводинского ЛПУМГ"" рег. № А25-00261-0630";ТУ;0276081462;"ООО НПК ""ДИАКОНТ""";соответствует;https://monitor-pb.ru/conclusion/27-%D0%A2%D0%A3-06933-2023;https://monitor-pb.ru/customer/1102024468
ротор компрессора;да;машина;да;действует;39-ТУ-24021-2020;23.12.2020;3445042160;"ООО ""ГАЗПРОМ ТРАНСГАЗ ВОЛГОГРАД""";Технические устройства Корпус центробежного нагнетателя (компрессора) типа ЦБК-Н-235-23-1 (ГПА ГТК-10-4) зав.№7032 и ротор зав.№7, ст.№27, инв.№205519, КС-30 Писаревского ЛПУМГ, Площадка компрессорной станции Писаревского ЛПУМГ, А39-00052-0574;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-24021-2020;https://monitor-pb.ru/customer/3445042160
ротор компрессора;да;машина;да;не указан;41-ТУ-46757-2018;20.11.2018;0276053659;"ООО ""ГАЗПРОМ ТРАНСГАЗ УФА""";Корпус центробежного нагнетателя (компрессора) типа ЦБК-Н-370-18-1 зав. № 6766 и ротор, зав. № 139 станц. № 22, инв. № 81063, КС-19, эксплуатируемый на ОПО II класса опасности, регистрационный номер № А41-00035-0140: Площадка компрессорной станции КС «Шаран» Шаранского ЛПУМГ ООО «Газпром трансгаз Уфа»;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46757-2018;https://monitor-pb.ru/customer/0276053659
ротор компрессора;да;машина;да;не указан;41-ТУ-46636-2018;20.11.2018;0276053659;"ООО ""ГАЗПРОМ ТРАНСГАЗ УФА""";Корпус центробежного нагнетателя (компрессора) типа ЦБК-Н-370-18-1 зав. № 7062 и ротор, зав. № н/у станц. № 25, инв. № 80952, КС-17, эксплуатируемый на ОПО II класса опасности, регистрационный номер № А41-00035-0136: Площадка компрессорной станции КС-17 «Полянская» Полянского ЛПУМГ ООО «Газпром трансгаз Уфа»;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46636-2018;https://monitor-pb.ru/customer/0276053659
ротор компрессора;да;машина;да;не указан;41-ТУ-46643-2018;20.11.2018;0276053659;"ООО ""ГАЗПРОМ ТРАНСГАЗ УФА""";Корпус центробежного нагнетателя (компрессора) типа ЦБК-Н-370-18-1 зав. № 7075 и ротор, зав. № н/у станц. № 38, инв. № 80982, КС-17А, эксплуатируемый на ОПО II класса опасности, регистрационный номер № А41-00035-0136: Площадка компрессорной станции КС-17А «Полянская» Полянского ЛПУМГ ООО «Газпром трансгаз Уфа»;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46643-2018;https://monitor-pb.ru/customer/0276053659
ротор компрессора;да;машина;да;не указан;41-ТУ-46733-2018;20.11.2018;0276053659;"ООО ""ГАЗПРОМ ТРАНСГАЗ УФА""";Корпус центробежного нагнетателя (компрессора) типа ЦБК-Н-370-18-1 зав. № 6942 и ротор зав. № н/у ст. № 23, инв. № 80850, КС-18, эксплуатируемый на ОПО II класса опасности, регистрационный номер № А41-00035-0139: Площадка компрессорной станции КС-18 «Москово» Дюртюлинского ЛПУМГ ООО «Газпром трансгаз Уфа»;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46733-2018;https://monitor-pb.ru/customer/0276053659
ротор компрессора;да;машина;да;не указан;04-ТП-18542-2021;15.11.2021;7723006328;"АО ""ГАЗПРОМНЕФТЬ - МНПЗ""";на документацию на техническое перевооружение опасного производственного объекта. Документация не входит в состав проектной документации, подлежащей экспертизе в соответствии с законодательством о градостроительной деятельности «Производство №1. УПБ. Заведение замененных производителем термопар на корпусах роторов компрессоров В-1/1, 2, 3. в АСУ ТП» Шифр П1-13-733 АО «Газпромнефть – МНПЗ»;ТП;7802836219;"АО ""МЭЦ""";соответствует;https://monitor-pb.ru/conclusion/04-%D0%A2%D0%9F-18542-2021;https://monitor-pb.ru/customer/7723006328
ротор компрессора;да;машина;да;не указан;01-ТП-20628-2021;03.12.2021;7723006328;"АО ""ГАЗПРОМНЕФТЬ - МНПЗ""";«АО «Газпромнефть-МНПЗ». Производство №1. УПБ. «АО «Газпромнефть-МНПЗ». Производство №1. УПБ. Расширение АСУ ТП. Заведение замененных производителем термопар на корпусах роторов компрессоров В-1/1, 2, 3 в АСУ ТП» Шифр PRJ.MDPL.GPN.AUT.003-21.АК Шифр PRJ.MDPL.GPN.AUT.003-21.АК;ТП;5260241470;"ООО ""СПЕЦЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%9F-20628-2021;https://monitor-pb.ru/customer/7723006328
ротор компрессора;да;машина;да;истекает;18-ТУ-02186-2021;03.02.2021;7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";на техническое устройство, применяемое на опасном производственном объекте: модернизированный центробежный компрессор 5VR 200/490G поз. ЦК-1 зав.№ 85.000/1 (с резервным цилиндром сжатия модификации 5VR 200/490М, резервным ротором зав. № 85.025/2 и комплектом резервных «сухих» газовых уплотнений), принадлежащий ПАО «Славнефть-ЯНОС»;ТУ;7721776018;"ООО ""РУСНЕФТЕПРОЕКТ-МСК""";соответствует;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-02186-2021;https://monitor-pb.ru/customer/7601001107
ротор компрессора;да;машина;да;не указан;41-ТУ-40923-2018;23.10.2018;0276053659;"ООО ""ГАЗПРОМ ТРАНСГАЗ УФА""";Корпус центробежного нагнетателя (компрессора) типа ЦБК-Н-235-21-1 зав. № 7018, и ротор СПЧ 1,4/76-16/5300 АЛ-31, зав. № 0405 ст. № 32, инв. № 502030, эксплуатируемые на ОПО II класса опасности, рег. номер № А41-00035-0139: КС-18А площадка компрессорной станции КС «Москово» Дюртюлинского ЛПУМГ ООО «Газпром трансгаз Уфа»;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40923-2018;https://monitor-pb.ru/customer/0276053659
ротор компрессора;да;машина;да;не указан;41-ТУ-41023-2018;24.10.2018;0276053659;"ООО ""ГАЗПРОМ ТРАНСГАЗ УФА""";Корпус центробежного нагнетателя (компрессора) ЦБК типа Н-370-18-01 зав. № 7074 и ротора ЦБК зав. № н/у ст. № 33, инв. № 80938, эксплуатируемый на ОПО II класса опасности, регистрационный номер № А41-00035-0136: КС-17А площадка компрессорной станции КС «Полянская» Полянского ЛПУМГ, установленного на опасном производственном объекте Заказчика Республики Башкортостан, Благовещенский район Бедеево-Полянский сельсовет ООО «Газпром трансгаз Уфа»;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-41023-2018;https://monitor-pb.ru/customer/0276053659
ротор компрессора;да;машина;да;действует;30-ТУ-795008-2026;20.04.2026;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";"Техническое устройство: Центробежный компрессор 5ЦД-208/30-45М, поз. ЦК-1,зав. No 1.477002 с паровой турбиной К6-30П поз. ЦК-1, зав. No 20 включая ""Маслонасос на роторе турбины, Пусковой турбомаслонасос ТМП-6-20 поз.ТПМ, Стояночный шестеренчатый насос маслостанции К6-30П НШ280-5 поз.М5 и шестеренчатый насос маслостанции валоповоротного механизма Г-11-24 поз.В/П ЦК-1"", применяемое на опасном производственном объекте ООО «Газпром переработка», филиал Астраханский ГПЗ.";ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";соответствует;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-795008-2026;https://monitor-pb.ru/customer/1102054991
ротор компрессора;да;машина;да;не указан;39-ТУ-14425-2019;20.08.2019;3445042160;"ООО ""ГАЗПРОМ ТРАНСГАЗ ВОЛГОГРАД""";техническое устройство, применяемое на опасном производственном объекте, в случаях, установленных статьей 7 Федерального закона о промышленной безопасности опасных производственных объектов №116-ФЗ – Корпус центробежного нагнетателя (компрессора) типа ЦБК-Н-235-21-1 (ГПА ГТК-10-4), зав. № 7274 и ротор зав №5, ст. № 25, инв. № 205527 на опасном производственном объекте рег. № А39-00052-0576 «Площадка компрессорной станции Писаревского ЛПУМГ» II класса опасности Место установки: Воронежская область, Кантемировский район, с. Писаревка;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-14425-2019;https://monitor-pb.ru/customer/3445042160
