inn;predpriyatie;na_chem_derzhitsya;priznak_chuzhoy_mashiny;marki;tip_mashiny;predmet;citata
4704012874;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫБОРГСКИЙ СУДОСТРОИТЕЛЬНЫЙ ";слово доказывает;да;RBS75-85-86,;вихревая или роторная воздуходувка, принцип не центробежный;;
4704012874;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫБОРГСКИЙ СУДОСТРОИТЕЛЬНЫЙ ";слово доказывает;да;RBS75-85-86,;вихревая или роторная воздуходувка, принцип не центробежный;;
4704012874;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫБОРГСКИЙ СУДОСТРОИТЕЛЬНЫЙ ";слово доказывает;да;RBS75-85-86,;вихревая или роторная воздуходувка, принцип не центробежный;;
4708007089;"ООО""КИНЕФ""";слово доказывает;да;Н-002/2 | Р-113/1 | НК-65/35-240 | В-2/1;вихревая или роторная воздуходувка, принцип не центробежный;;
4713008017;Общество с ограниченной ответственностью «Петербургцемент»;слово доказывает;да;RBS 55/F;вихревая или роторная воздуходувка, принцип не центробежный;;
4713008017;Общество с ограниченной ответственностью «Петербургцемент»;слово доказывает;да;RBS 65/SP;вихревая или роторная воздуходувка, принцип не центробежный;;
4713008017;Общество с ограниченной ответственностью «Петербургцемент»;слово доказывает;да;RBS 55/F;вихревая или роторная воздуходувка, принцип не центробежный;;
4713008017;Общество с ограниченной ответственностью «Петербургцемент»;слово доказывает;да;RBS 65/SP | RBS 35/F;вихревая или роторная воздуходувка, принцип не центробежный;;
4825002609;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛИПЕЦКЦЕМЕНТ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
4909047148;"ИА ПАО ""Магаданэнерго""";слово доказывает;да;11КВТ 380В;вихревая или роторная воздуходувка, принцип не центробежный;;
5003026493;филиал «Оренбург бурение – Восточная Сибирь» ООО «Газпром бу;слово доказывает;да;2BH1400-7AH16;вихревая или роторная воздуходувка, принцип не центробежный;;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";слово доказывает;да;2BH1400-7AH16;вихревая или роторная воздуходувка, принцип не центробежный;;
5003028155;"ООО ""Газпром ВНИИГАЗ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5003028155;"ООО ""Газпром ВНИИГАЗ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5007091951;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НЕКРАСОВСКИЙ ВОДОКАНАЛ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5007091951;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НЕКРАСОВСКИЙ ВОДОКАНАЛ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5007091951;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НЕКРАСОВСКИЙ ВОДОКАНАЛ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5009034660;МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА ДОМОДЕ;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5009057184;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖНЫЙ ВОДОКАНАЛ""";слово доказывает;да;DI 10;вихревая или роторная воздуходувка, принцип не центробежный;;
5017046933;"МУП ""Истринская теплосеть""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5017046933;"МУП ""Истринская теплосеть""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5019002730;"ОАО ""БАЙСАД-КАШИРА""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5020051845;"ЗАО ""ВОДОКАНАЛ""";слово доказывает;да;EVL 250/37;вихревая или роторная воздуходувка, принцип не центробежный;;
5022050558;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ХОЛСИМ (РУС) СТРОИТ;слово доказывает;да;VML95;вихревая или роторная воздуходувка, принцип не центробежный;;
5022050558;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕМЕНТУМ ЦЕНТР""";слово доказывает;да;ВК-6008 | FER-312-AB33;вихревая или роторная воздуходувка, принцип не центробежный;;
5024022700;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ""";слово доказывает;да;EVL 308/60;вихревая или роторная воздуходувка, принцип не центробежный;;
5024022700;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ""";слово доказывает;да;EVL 308/60;вихревая или роторная воздуходувка, принцип не центробежный;;
5024022700;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ""";слово доказывает;да;EVL 308/60;вихревая или роторная воздуходувка, принцип не центробежный;;
5024022700;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ""";слово доказывает;да;EVL 308/60;вихревая или роторная воздуходувка, принцип не центробежный;;
5027116065;"ООО УК ""РОСВОДОКАНАЛ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5029088173;"Открытое акционерное общество ""Водоканал-Мытищи""";слово доказывает;да;RBS 45/SP;вихревая или роторная воздуходувка, принцип не центробежный;;
5029088173;"Открытое акционерное общество ""Водоканал-Мытищи""";слово доказывает;да;RBS 85/3P;вихревая или роторная воздуходувка, принцип не центробежный;;
5030084600;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПТИЦЕФАБРИКА ""ЭЛИН";слово доказывает;да;GL 700-26;вихревая или роторная воздуходувка, принцип не центробежный;;
5030084600;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПТИЦЕФАБРИКА ""ЭЛИН";слово доказывает;да;GL 700-26;вихревая или роторная воздуходувка, принцип не центробежный;;
5031007809;"МУП ""УЭ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5034065171;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МОСКОВСКОЙ ОБЛАСТИ ""КО";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5044018861;"ЗАО ""ФЕРРЕРО РУССИЯ""";слово доказывает;да;ES 45/2V;вихревая или роторная воздуходувка, принцип не центробежный;;
5045003106;Муниципальное унитарное предприятие «Производственно-техниче;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5045003106;Муниципальное унитарное предприятие «Производственно-техниче;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5048052077;"МП ""ЖКХ ЧЕХОВСКОГО РАЙОНА""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5053005918;"Акционерное общество ""Машиностроительный завод""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5053005918;"Акционерное общество ""Машиностроительный завод""";слово доказывает;да;GL 230-44;вихревая или роторная воздуходувка, принцип не центробежный;;
5103070023;Балаковские Минудобрения;слово доказывает;да;GM3S;вихревая или роторная воздуходувка, принцип не центробежный;;
5223034940;МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ МУНИЦИПАЛЬНОГО ОКРУГА НАВАШИНСКИЙ ;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5223034940;МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ МУНИЦИПАЛЬНОГО ОКРУГА НАВАШИНСКИЙ ;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5249001499;"АО ""Дзержинскхолод""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5249051203;"АО ""СИБУР-НЕФТЕХИМ""";слово доказывает;да;GMA-10.0 | С-1601;вихревая или роторная воздуходувка, принцип не центробежный;;
5249051203;"АО ""СИБУР-НЕФТЕХИМ""";слово доказывает;да;GMA-10.0 | С-1601;вихревая или роторная воздуходувка, принцип не центробежный;;
5252000350;"Открытое акционерное общество ""Павловский автобус""";слово доказывает;да;2AF53;вихревая или роторная воздуходувка, принцип не центробежный;;
5252000350;"Открытое акционерное общество ""Павловский автобус""";слово доказывает;да;2AF53;вихревая или роторная воздуходувка, принцип не центробежный;;
5252000350;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАВЛОВСКИЙ АВТОБУС""";слово доказывает;да;2AF49;вихревая или роторная воздуходувка, принцип не центробежный;;
5252000350;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАВЛОВСКИЙ АВТОБУС""";слово доказывает;да;2AF53;вихревая или роторная воздуходувка, принцип не центробежный;;
5252000350;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАВЛОВСКИЙ АВТОБУС""";слово доказывает;да;2AF49;вихревая или роторная воздуходувка, принцип не центробежный;;
5252000350;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПАВЛОВСКИЙ АВТОБУС""";слово доказывает;да;2AF53;вихревая или роторная воздуходувка, принцип не центробежный;;
5259077666;"АО ""ОКБМ АФРИКАНТОВ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5259077666;"АО ""ОКБМ АФРИКАНТОВ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5259077666;"АО ""ОКБМ АФРИКАНТОВ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5259077666;"АО ""ОКБМ АФРИКАНТОВ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5259077666;"АО ""ОКБМ АФРИКАНТОВ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5259077666;"АО ""ОКБМ АФРИКАНТОВ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5260900725;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ -ВЕРХНЯЯ ВОЛГА""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5260900725;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ -ВЕРХНЯЯ ВОЛГА""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5260900725;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ -ВЕРХНЯЯ ВОЛГА""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5404037541;"ООО  ""ГОФ Анжерская""";слово доказывает;да;RDH 710 | BB 68C | ЦН-11 | А60-07553;вихревая или роторная воздуходувка, принцип не центробежный;;
5405950881;"ООО ""Новокузнецкий мелькомбинат""";слово доказывает;да;GA15FF | GM 10S | GM 25S | GM 7L;вихревая или роторная воздуходувка, принцип не центробежный;;
5406766317;"ООО ""ГОФ Красногорская""";слово доказывает;да;ВД-13,5 | GM-130L;вихревая или роторная воздуходувка, принцип не центробежный;;
5406766317;"ООО ""ГОФ Красногорская""";слово доказывает;да;Д-15,5 | GM80L;вихревая или роторная воздуходувка, принцип не центробежный;;
5406766317;"ООО ""ГОФ Красногорская""";слово доказывает;да;GM-130L;вихревая или роторная воздуходувка, принцип не центробежный;;
5410114184;"Публичное акционерное общество ""Новосибирский завод химконце";слово доказывает;да;EVH 18/54;вихревая или роторная воздуходувка, принцип не центробежный;;
5410114184;"ПАО ""НЗХК""";слово доказывает;да;EVH 18/54;вихревая или роторная воздуходувка, принцип не центробежный;;
5410114184;"ПАО ""НЗХК""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5432106660;ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ СТАЦИОНАРНОГО СОЦИАЛЬН;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5453007250;"СХПСК ""ГИГАНТ""";слово доказывает;да;БСХ-100 | С-50 | ВР 7-175-12,5, | ВР 100-35-5,6В,;вихревая или роторная воздуходувка, принцип не центробежный;;
5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";слово доказывает;да;Н-25;вихревая или роторная воздуходувка, принцип не центробежный;;
5501085734;"ООО ""ПОЛИОМ""";слово доказывает;да;S125/4C-VSM20 | С-804А;вихревая или роторная воздуходувка, принцип не центробежный;;
5501085734;"ООО ""ПОЛИОМ""";слово доказывает;да;ES 125/4C-VSM20 | С-804А;вихревая или роторная воздуходувка, принцип не центробежный;;
5501085734;"ООО ""ПОЛИОМ""";слово доказывает;да;ES 125/4C-VSM20 | С-804В;вихревая или роторная воздуходувка, принцип не центробежный;;
5501085734;"ООО ""ПОЛИОМ""";слово доказывает;да;S145/5C-SPEC | С-801А;вихревая или роторная воздуходувка, принцип не центробежный;;
5501085734;"ООО ""ПОЛИОМ""";слово доказывает;да;ES 115/4C | С-901А;вихревая или роторная воздуходувка, принцип не центробежный;;
5501085734;"ООО ""ПОЛИОМ""";слово доказывает;да;ES 115/4C | С-901В;вихревая или роторная воздуходувка, принцип не центробежный;;
5501085734;"ООО ""ПОЛИОМ""";слово доказывает;да;ES 115/4C | С-901С;вихревая или роторная воздуходувка, принцип не центробежный;;
5501085734;"ООО ""ПОЛИОМ""";слово доказывает;да;GM 150 | С-502;вихревая или роторная воздуходувка, принцип не центробежный;;
5501085734;"ООО ""ПОЛИОМ""";слово доказывает;да;GM 150 | С-502;вихревая или роторная воздуходувка, принцип не центробежный;;
5905018998;"АО ""СИБУР-ХИМПРОМ""";слово доказывает;да;GM3S;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;М111 | ВР-280-46;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВР-280-46;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;М111 | ВР-280-46;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВР-280-46;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВР-280-46;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;М112 | ВО 06-300;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВО 06-300 | ВР3-01;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВО 06-300 | ВР3-01;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВО 06-300 | ВР3-01;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВО 06-300 | ВР3-01;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВР-280-46;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;М111 | ВР-280-46;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВР-280-46;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВР-280-46;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВО 06-300 | ВР3-01;вихревая или роторная воздуходувка, принцип не центробежный;;
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";слово доказывает;да;ВО 06-300 | ВР3-01;вихревая или роторная воздуходувка, принцип не центробежный;;
5906034209;Мотовилиха-гражданское машиностроение;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕ";слово доказывает;да;ВB-89C | ТУ 3643-001 | GM4S;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕ";слово доказывает;да;ВB-89C | ТУ 3643-001 | GM4S;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕ";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕ";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕ";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕ";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;ПАО НПОИСКРА;слово доказывает;да;ВB-89C | ТУ 3643-001 | GM4S;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;НПО ИСКРА;слово доказывает;да;BB 89;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;НПО ИСКРА;слово доказывает;да;BB 89;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;НПО ИСКРА;слово доказывает;да;DB-166;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;НПО ИСКРА;слово доказывает;да;EL 55/2C-RVP80-ATEX;вихревая или роторная воздуходувка, принцип не центробежный;;
5907001774;ПАО НПОИСКРА;слово доказывает;да;ВB-89C | ТУ 3643-001 | GM4S;вихревая или роторная воздуходувка, принцип не центробежный;;
5933200159;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВЕРЕЩАГИНСКИЕ ВОДОКАНАЛ";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
5948997057;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ИНФРАСТРУКТУРЫ";слово доказывает;да;2RB 810-055;вихревая или роторная воздуходувка, принцип не центробежный;;
6006000696;"ГБУСО ""КРАСНОГОРОДСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ"", орган";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6006000696;"ГБУСО ""КРАСНОГОРОДСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6014001975;"ГБУСО ""ПЕРВОМАЙСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ"", организа";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6014001975;"ГБУСО ""ПЕРВОМАЙСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6025009824;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЕЛИКОЛУКСКИЙ МЯСОКОМБИНАТ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6025009824;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЕЛИКОЛУКСКИЙ МЯСОКОМБИНАТ""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6148002480;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИ;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6150061451;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭКОС""";слово доказывает;да;ESRB-125;вихревая или роторная воздуходувка, принцип не центробежный;;
6150061451;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭКОС""";слово доказывает;да;ESRB-125;вихревая или роторная воздуходувка, принцип не центробежный;;
6208000498;"Акционерное общество ""Михайловцемент""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6208000498;"Акционерное общество ""Михайловцемент""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6230051360;Филиал Завод ТЕХНО г. Чудово;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6230054971;Филиал Завод Лоджикруф;слово доказывает;да;ES 55/2V;вихревая или роторная воздуходувка, принцип не центробежный;;
6230054971;Филиал Завод Лоджикруф;слово доказывает;да;ES 55/2V;вихревая или роторная воздуходувка, принцип не центробежный;;
6315909640;КОМТОРГ СО;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6320004615;"АО ""КРАЙ КАРАВАЙ""";слово доказывает;да;ES 55/2V-RVV80;вихревая или роторная воздуходувка, принцип не центробежный;;
6320004728;"Акционерное общество ""ТОЛЬЯТТИАЗОТ""";слово доказывает;да;F-2110;вихревая или роторная воздуходувка, принцип не центробежный;;
6330000553;"АО ""НК НПЗ""";слово доказывает;да;ВР 80-70;вихревая или роторная воздуходувка, принцип не центробежный;;
6330000553;"АО ""НК НПЗ""";слово доказывает;да;ВР 86-77 | П-12 | Л-35-11/300;вихревая или роторная воздуходувка, принцип не центробежный;;
6330000553;"АО ""НК НПЗ""";слово доказывает;да;ВР 86-77 | П-12А | Л-35-11/300;вихревая или роторная воздуходувка, принцип не центробежный;;
6378003182;"ЗАО ""ХИМСИНТЕЗ""";слово доказывает;да;С0101/А,;вихревая или роторная воздуходувка, принцип не центробежный;;
6441025673;"ООО ""ЦЕМЕНТУМ ВОЛГА""";слово доказывает;да;VML95;вихревая или роторная воздуходувка, принцип не центробежный;;
6441025673;"ООО ""ЦЕМЕНТУМ ВОЛГА""";слово доказывает;да;VML95;вихревая или роторная воздуходувка, принцип не центробежный;;
6441025673;"ООО ""ЦЕМЕНТУМ ВОЛГА""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6441025673;"ООО ""ЦЕМЕНТУМ ВОЛГА""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6441025673;"ООО ""ЦЕМЕНТУМ ВОЛГА""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6441025673;"ООО ""ЦЕМЕНТУМ ВОЛГА""";слово доказывает;да;ВК-6008 | FER-312-AB33;вихревая или роторная воздуходувка, принцип не центробежный;;
6451122250;"ООО ""САРАТОВОРГСИНТЕЗ""";слово доказывает;да;GM15L/DN100, | V-305;вихревая или роторная воздуходувка, принцип не центробежный;;
6451122250;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САРАТОВОРГСИНТЕЗ""";слово доказывает;да;GM15L;вихревая или роторная воздуходувка, принцип не центробежный;;
6451122250;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САРАТОВОРГСИНТЕЗ""";слово доказывает;да;GM15L;вихревая или роторная воздуходувка, принцип не центробежный;;
6501255385;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЭРОПОРТ ЮЖНО-САХАЛИНСК""";слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРО;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРО;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРО;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРО;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРО;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРО;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРО;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРО;слово доказывает;да;;вихревая или роторная воздуходувка, принцип не центробежный;;
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРО;слово доказывает;да;GM80L;вихревая или роторная воздуходувка, принцип не центробежный;;
6608001915;ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРО;слово доказывает;да;GM80L;вихревая или роторная воздуходувка, принцип не центробежный;;
