tip;nomer;produkt;izgotovitel;deklarant;status;strana;data;url;istochnik;data_sbora
Сертификат;ЕАЭС RU С-FR.НО03.А.00188/20 ФСА ↗;Компрессор центробежный секционный ВCL304 со вспомогательными системами для компрессорной установки;"""THERMODYN, S.A.S.""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЙКЕР ХЬЮЗ РУС ИНФРА""";Действует;ФРАНЦИЯ;10.12.2020;›;https://vaskov.pro/sertifikaty/certificate/2797599;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АД07.А.02284/20 ФСА ↗;Компрессор центробежный;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;22.10.2020;›;https://vaskov.pro/sertifikaty/certificate/2774383;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АД07.А.01953/20 ФСА ↗;Компрессор центробежный;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;15.09.2020;›;https://vaskov.pro/sertifikaty/certificate/2747256;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-DE.МТ25.В.02159/20 ФСА ↗;"Компоненты, поставляемые в качестве сменных (запасных) частей для послепродажного обслуживания транспортных средств марки MAN типа 01Х…99X, 01S…99S, N01…N99, R60, R61, R07, R08; марки Neoplan типа P14…";MAN Truck & Bus SE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАН ТРАК ЭНД БАС РУС""";Архивный;ГЕРМАНИЯ;29.04.2020;›;https://vaskov.pro/sertifikaty/certificate/2679205;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АЖ58.В.00365/20 ФСА ↗;Компрессор центробежный;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ИСКРА""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ИСКРА""";Архивный;РОССИЯ;18.04.2020;›;https://vaskov.pro/sertifikaty/certificate/2674747;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АЖ58.А.00076/20 ФСА ↗;Компрессор центробежный;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;31.01.2020;›;https://vaskov.pro/sertifikaty/certificate/2634827;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АЖ58.А.00075/20 ФСА ↗;Компрессор центробежный;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;31.01.2020;›;https://vaskov.pro/sertifikaty/certificate/2634740;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АЖ58.А.00066/20 ФСА ↗;Компрессор центробежный;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;21.01.2020;›;https://vaskov.pro/sertifikaty/certificate/2628460;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.НА65.А.00441/20 ФСА ↗;Центробежный газовый компрессор 7ГЦ2-573/7,2-40;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";Действует;РОССИЯ;10.01.2020;›;https://vaskov.pro/sertifikaty/certificate/2622714;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АЖ58.А.00033/19 ФСА ↗;Компрессор центробежный;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;29.12.2019;›;https://vaskov.pro/sertifikaty/certificate/2620437;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АД07.А.00608/19 ФСА ↗;Компрессор центробежный;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;16.12.2019;›;https://vaskov.pro/sertifikaty/certificate/2610151;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.МЮ62.А.01484/19 ФСА ↗;Компрессор центробежный типа;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Архивный;РОССИЯ;28.11.2019;›;https://vaskov.pro/sertifikaty/certificate/2598966;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.МЮ62.А.00989/19 ФСА ↗;Компрессор центробежный;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;02.09.2019;›;https://vaskov.pro/sertifikaty/certificate/2545300;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.МЮ62.А.00857/19 ФСА ↗;Оборудование компрессорное:;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";Действует;РОССИЯ;07.08.2019;›;https://vaskov.pro/sertifikaty/certificate/2530188;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.МЮ62.А.00839/19 ФСА ↗;Компрессор центробежный;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;05.08.2019;›;https://vaskov.pro/sertifikaty/certificate/2528467;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.МЮ62.А.00713/19 ФСА ↗;Компрессор центробежный;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;15.07.2019;›;https://vaskov.pro/sertifikaty/certificate/2514663;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.МЮ62.А.00675/19 ФСА ↗;Компрессор центробежный природного газа ЦБК 405-1,5/101-5000/25С;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;08.07.2019;›;https://vaskov.pro/sertifikaty/certificate/2509945;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-FR.МЮ62.А.00443/19 ФСА ↗;Центробежный компрессор;«Dresser-Rand S.A.S»;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВА-ПРОМИНЖИНИРИНГ""";Действует;ФРАНЦИЯ;28.05.2019;›;https://vaskov.pro/sertifikaty/certificate/2484048;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.МЮ62.А.00311/19 ФСА ↗;Компрессор центробежный природного газа ЦБК 425-3,6/69-32С;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;10.04.2019;›;https://vaskov.pro/sertifikaty/certificate/2455676;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-DE.БЛ08.В.00131/19 ФСА ↗;"Машины для животноводства и кормопроизводства торговой марки ""Big Dutchman"": установки раздачи кормов для свиноферм, модели: Dry Rapid, Hidromix, HidroAir, CCM, Dry Exact, Flex Vey, Silochek, Call-Mat…";"Фирма ""Big Dutchman International GmbH""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИГ ДАЧМЕН""";Архивный;ГЕРМАНИЯ;01.03.2019;›;https://vaskov.pro/sertifikaty/certificate/2425311;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.МЮ62.А.00124/19 ФСА ↗;Центробежный газовый компрессор;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";Действует;РОССИЯ;05.02.2019;›;https://vaskov.pro/sertifikaty/certificate/2394563;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.00042/18 ФСА ↗;Компрессор центробежный природного газа;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;25.12.2018;›;https://vaskov.pro/sertifikaty/certificate/2382914;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.00041/18 ФСА ↗;Компрессор центробежный природного газа;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;25.12.2018;›;https://vaskov.pro/sertifikaty/certificate/2382898;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.00039/18 ФСА ↗;Компрессор центробежный природного газа;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;24.12.2018;›;https://vaskov.pro/sertifikaty/certificate/2382059;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.НА10.А.00070/18 ФСА ↗;Центробежный газовый компрессор;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";Действует;РОССИЯ;18.12.2018;›;https://vaskov.pro/sertifikaty/certificate/2376698;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.06039 ФСА ↗;Центробежный газовый компрессор;Открытое акционерное общество «Казанский завод компрессорного машиностроения»;Открытое акционерное общество «Казанский завод компрессорного машиностроения»;Действует;РОССИЯ;20.09.2018;›;https://vaskov.pro/sertifikaty/certificate/1963036;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.05986 ФСА ↗;Компрессор центробежный природного газа;Закрытое акционерное общество «Невский завод» (ЗАО «НЗЛ»);Закрытое акционерное общество «Невский завод» (ЗАО «НЗЛ»);Действует;РОССИЯ;29.08.2018;›;https://vaskov.pro/sertifikaty/certificate/2098278;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.ИМ43.А.01744 ФСА ↗;Центробежный газовый компрессор;Открытое акционерное общество «Казанский завод компрессорного машиностроения»;Открытое акционерное общество «Казанский завод компрессорного машиностроения»;Действует;РОССИЯ;20.07.2018;›;https://vaskov.pro/sertifikaty/certificate/2045082;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-CN.ГШ02.В.00088 ФСА ↗;Компоненты колесных транспортных средств;«SMS CO., LTD.».;Общество с ограниченной ответственностью «Владивостокская Шинная Компания «АЛЬЯНС-ИМПОРТ».;Архивный;КИТАЙ;23.05.2018;›;https://vaskov.pro/sertifikaty/certificate/1904396;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.ИМ43.А.00809 ФСА ↗;Центробежный газовый компрессор;Открытое акционерное общество «Казанский завод компрессорного машиностроения»;Акционерное общество «Научно-исследовательский и конструкторский институт центробежных и роторных компрессоров им.В.Б.Шнеппа»;Действует;РОССИЯ;10.05.2018;›;https://vaskov.pro/sertifikaty/certificate/1917330;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.ИМ43.А.00568 ФСА ↗;Центробежный газовый компрессор;Открытое акционерное общество «Казанский завод компрессорного машиностроения»;Открытое акционерное общество «Казанский завод компрессорного машиностроения»;Действует;РОССИЯ;05.04.2018;›;https://vaskov.pro/sertifikaty/certificate/1913363;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.05851 ФСА ↗;Центробежный газовый компрессор;Открытое акционерное общество «Казанский завод компрессорного машиностроения»;Открытое акционерное общество «Казанский завод компрессорного машиностроения»;Действует;РОССИЯ;28.02.2018;›;https://vaskov.pro/sertifikaty/certificate/1860587;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.АА71.А.00265 ФСА ↗;Компрессор центробежный;Публичное акционерное общество «Научно-производственное объединение «Искра»;Публичное акционерное общество «Научно-производственное объединение «Искра»;Действует;РОССИЯ;23.01.2018;›;https://vaskov.pro/sertifikaty/certificate/1872022;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-IT.НО03.А.00654 ФСА ↗;Компрессор центробежный PCL 804/N с вспомогательными системами;"""Nuovo Pignone Srl""";"Общество с ограниченной ответственностью ""ДжиИ Рус""";Действует;ИТАЛИЯ;14.09.2017;›;https://vaskov.pro/sertifikaty/certificate/1931151;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-IT.НО03.А.00649 ФСА ↗;Компрессор центробежный PCL 804/N с вспомогательными системами;"""Nuovo Pignone Srl""";"Общество с ограниченной ответственностью ""ДжиИ Рус""";Прекращён;ИТАЛИЯ;06.09.2017;›;https://vaskov.pro/sertifikaty/certificate/1951346;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.ПС23.А.00068 ФСА ↗;Компрессор центробежный 308-22-1ЛСУ,;Непубличное акционерное общество «Компрессорный комплекс»;Непубличное акционерное общество «Компрессорный комплекс»;Действует;Российская Федерация;04.09.2017;›;https://vaskov.pro/sertifikaty/certificate/511965;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.05357 ФСА ↗;Центробежный компрессор;Закрытое акционерное общество «Невский завод»;Закрытое акционерное общество «Невский завод»;Действует;Российская Федерация;23.08.2017;›;https://vaskov.pro/sertifikaty/certificate/1828595;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-IN.АД32.В.00352 ФСА ↗;Компоненты, поставляемые в качестве сменных (запасных) частей для послепродажного обслуживания транспортных средств;"""ASHOK LEYLAND LIMITED""";"Общество с ограниченной ответственностью ""АВИА МОТОРС РУС""";Прекращён;ИНДИЯ;28.07.2017;›;https://vaskov.pro/sertifikaty/certificate/31913;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.05173 ФСА ↗;Центробежный компрессор;Закрытое акционерное общество «Невский завод»;Закрытое акционерное общество «Невский завод»;Прекращён;РОССИЯ;28.06.2017;›;https://vaskov.pro/sertifikaty/certificate/2286990;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-JP.АД09.В.00963 ФСА ↗;Компоненты, поставляемые в качестве сменных (запасных) частей для послепродажного обслуживания транспортных средств марки Mitsubishi,;«Mitsubishi Motors Corporation»;"Общество с ограниченной ответственностью ""МИЦУБИСИ МОТОРС РУС""";Архивный;ЯПОНИЯ;07.06.2017;›;https://vaskov.pro/sertifikaty/certificate/7311;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-IT.АА87.А.00561 ФСА ↗;Центробежный компрессор типа 2BCL 457/B;Nuovo Pignone Srl;Общество с ограниченной ответственностью «ДжиИ Рус»;Действует;Итальянская Республика;04.04.2017;›;https://vaskov.pro/sertifikaty/certificate/122218;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.ПС23.А.00019 ФСА ↗;Компрессор центробежный 488-21-1ЛСУ,;Непубличное акционерное общество «Компрессорный комплекс»;Непубличное акционерное общество «Компрессорный комплекс»;Действует;Российская Федерация;13.03.2017;›;https://vaskov.pro/sertifikaty/certificate/163561;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-DE.ОС13.В.03986 ФСА ↗;Компоненты, поставляемые в качестве сменных (запасных) частей для послепродажного обслуживания транспортных средств категории М1, M1G,;«Dr.Ing.h.c.F.Porsche Aktiengesellschaft»;Товарищество с ограниченной ответственностью «Mercur Auto LTD». Бизнес-идентификационный номер № 030640000234;Архивный;ГЕРМАНИЯ;10.03.2017;›;https://vaskov.pro/sertifikaty/certificate/121736;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.В.04772 ФСА ↗;Компрессор центробежный. Блок серии «Иртыш»,;Общество с ограниченной ответственностью «Искра-Нефтегаз Компрессор»;Общество с ограниченной ответственностью «Искра-Нефтегаз Компрессор»;Архивный;РОССИЯ;31.01.2017;›;https://vaskov.pro/sertifikaty/certificate/2282708;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.АТ15.В.00791 ФСА ↗;Оборудование компрессорное: центробежный компрессор Н48-41-1, позиция ЦК-02 установки гидрокрекинга.;Акционерное общество «Научно-производственная фирма «Невинтермаш».;Акционерное общество «Научно-производственная фирма «Невинтермаш».;Архивный;РОССИЯ;10.11.2016;›;https://vaskov.pro/sertifikaty/certificate/1264065;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.03620 ФСА ↗;Компрессор центробежный;Закрытое акционерное общество «Невский завод»;Закрытое акционерное общество «Невский завод»;Действует;РОССИЯ;05.04.2016;›;https://vaskov.pro/sertifikaty/certificate/2269036;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.03619 ФСА ↗;Компрессор центробежный;Закрытое акционерное общество «Невский завод»;Закрытое акционерное общество «Невский завод»;Действует;Российская Федерация;05.04.2016;›;https://vaskov.pro/sertifikaty/certificate/1704169;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.03408 ФСА ↗;Компрессор центробежный природного газа;Закрытое акционерное общество «Невский завод»;Закрытое акционерное общество «Невский завод»;Действует;Российская Федерация;29.02.2016;›;https://vaskov.pro/sertifikaty/certificate/1700237;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-DE.АВ24.В.03545 ФСА ↗;Компрессор центробежный (корпус сжатия);Siemens AG;Общество с ограниченной ответственностью «Сименс»;Архивный;ГЕРМАНИЯ;19.02.2016;›;https://vaskov.pro/sertifikaty/certificate/640251;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-DE.ОС13.В.01169 ФСА ↗;Компоненты, поставляемые в качестве сменных (запасных) частей для послепродажного обслуживания транспортных средств,;«Dr.Ing.h.c.F.Porsche Aktiengesellschaft»;Товарищество с ограниченной ответственностью «Mercur Auto LTD». Свидетельство о государственной регистрации № 56289-1910-ТОО от 12.10.2010 года;Архивный;Федеративная Республика Германия;10.02.2016;›;https://vaskov.pro/sertifikaty/certificate/103453;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-DE.ОС13.В.01081 ФСА ↗;Компоненты, поставляемые в качестве сменных (запасных) частей для послепродажного обслуживания транспортных средств,;«Volkswagen AG»;Товарищество с ограниченной ответственностью «Mercur Auto LTD». Свидетельство о государственной регистрации № 56289-1910-ТОО от 12.10.2010 года;Прекращён;Федеративная Республика Германия;25.01.2016;›;https://vaskov.pro/sertifikaty/certificate/128552;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-DE.ОС13.В.01032 ФСА ↗;Компоненты, поставляемые в качестве сменных (запасных) частей для послепродажного обслуживания транспортных средств,;«Dr.Ing.h.c.F.Porsche Aktiengesellschaft»;Товарищество с ограниченной ответственностью «Mercur Auto LTD». Свидетельство о государственной регистрации № 56289-1910-ТОО от 12.10.2010 года;Прекращён;Федеративная Республика Германия;30.12.2015;›;https://vaskov.pro/sertifikaty/certificate/119385;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-IN.ОС13.В.00580 ФСА ↗;Компоненты, поставляемые в качестве сменных (запасных) частей для послепродажного обслуживания транспортных средств;ASHOK LEYLAND LIMITED;"Общество с ограниченной ответственностью ""Авиа Ашок Лейланд Рус""";Прекращён;Республика Индия;02.11.2015;›;https://vaskov.pro/sertifikaty/certificate/134763;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
