istochnik_fayl;stroka
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1660 | 42800078 | 46251 | 46435 | 15 | 15258.2 | ПС 35/10кВ Пригородная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1661 | 42800080 | 46250 | 46434 | 15 | 122200.82 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1662 | 42800152 | 46251 | 46435 | 15 | 59099.53 | ПС 110/35/10кВ Медвенка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1663 | 42800182 | 46247 | 46431 | 15 | 15258.2 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1664 | 42800203 | 46248 | 46432 | 15 | 15258.2 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1665 | 42800220 | 46250 | 46434 | 15 | 59099.53 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1666 | 42800244 | 46255 | 46439 | 15 | 15258.2 | ПС 110/35/10кВ Медвенка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1667 | 42800265 | 46247 | 46431 | 15 | 59099.53 | ПС 110/35/10кВ Атомград
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1668 | 42800277 | 46250 | 46434 | 15 | 122200.82 | ПС 35/10кВ Пригородная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1669 | 42800293 | 46251 | 46435 | 15 | 59099.53 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1670 | 42800364 | 46258 | 46442 | 15 | 167957.92 | ПС 35/10кВ Жерновец
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1671 | 42800374 | 46252 | 46436 | 14 | 45737.91 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1672 | 42800401 | 46247 | 46431 | 15 | 122200.82 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1673 | 42800412 | 46251 | 46435 | 15 | 59099.53 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1674 | 42800469 | 46248 | 46432 | 15 | 122200.82 | ПС 35/10кВ Пригородная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1675 | 42800483 | 46249 | 46433 | 10 | 81467.210000000006 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1676 | 42800502 | 46251 | 46435 | 15 | 15258.2 | ПС 110/35/10кВ Клюква
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1677 | 42800524 | 46249 | 46433 | 15 | 15258.2 | ПС 35/10кВ Безлесная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1678 | 42800545 | 46247 | 46431 | 15 | 15258.2 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1679 | 42800564 | 46248 | 46432 | 5 | 45737.91 | ПС 35/10кВ Успенка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1680 | 42800605 | 46248 | 46432 | 15 | 122200.82 | ПС 35/10кВ Пригородная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1681 | 42800640 | 46261 | 46445 | 135 | 82720.850000000006 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1682 | 42800755 | 46248 | 46432 | 15 | 59099.53 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1683 | 42800771 | 46252 | 46436 | 15 | 59099.53 | ПС 35/10кВ ЖБИ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1684 | 42800797 | 46248 | 46432 | 15 | 15258.2 | ПС 110/35/10кВ Октябрьская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1685 | 42800826 | 46254 | 46438 | 15 | 45737.91 | ПС 110/10кВ Студенок
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1686 | 42800839 | 46248 | 46432 | 15 | 15258.2 | ПС 35/10кВ Золотухинская КРС
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1687 | 42800843 | 46250 | 46434 | 9 | 73320.490000000005 | ПС 110/35/10кВ Фатеж.
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1688 | 42800906 | 46248 | 46432 | 15 | 59099.53 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1689 | 42800915 | 46248 | 46432 | 15 | 15258.2 | ПС 35/10кВ Пригородная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1690 | 42800953 | 46251 | 46435 | 15 | 45737.91 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1691 | 42800960 | 46249 | 46433 | 13 | 13223.77 | ПС 330/110/35/10кВ Садовая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1692 | 42801014 | 46251 | 46435 | 15 | 59099.53 | ПС 330/110/35/10кВ Садовая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1693 | 42801043 | 46259 | 46443 | 15 | 59099.53 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1694 | 42801122 | 46248 | 46432 | 15 | 15258.2 | ПС 35/10кВ Петринка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1695 | 42801151 | 46248 | 46432 | 9 | 45737.91 | ПС 110/35/10кВ Камыши
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1696 | 42801172 | 46249 | 46433 | 15 | 15258.2 | ПС 35/10кВ Сергиевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1697 | 42801198 | 46251 | 46435 | 15 | 122200.82 | ПС 35/10кВ Успенка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1698 | 42801278 | 46254 | 46438 | 15 | 15258.2 | ПС 110/35/10кВ Атомград
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1699 | 42801284 | 46251 | 46435 | 15 | 59099.53 | ПС 35/10кВ Теплицы
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1700 | 42801288 | 46254 | 46438 | 15 | 15258.2 | ПС 110/35/10кВ Октябрьская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1701 | 42801290 | 46252 | 46436 | 15 | 15258.2 | ПС 110/35/10кВ Льгов
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1702 | 42801295 | 46251 | 46435 | 15 | 15258.2 | ПС 35/6кВ Р-15 Город
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1703 | 42801307 | 46251 | 46435 | 15 | 15258.2 | ПС 110/35/10кВ Дмитриев.
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1704 | 42801350 | 46261 | 46445 | 15 | 122200.82 | ПС 35/10кВ Водохранилище
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1705 | 42801369 | 46251 | 46435 | 13 | 59099.53 | ПС 35/10кВ Водохранилище
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1706 | 42801377 | 46252 | 46436 | 15 | 122200.82 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1707 | 42801384 | 46252 | 46436 | 15 | 59099.53 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1708 | 42801398 | 46253 | 46437 | 15 | 122200.82 | ПС 35/10кВ Безлесная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1709 | 42801408 | 46255 | 46439 | 15 | 59099.53 | ПС 110/10кВ Родники
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1710 | 42801428 | 46252 | 46436 | 15 | 59099.53 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1711 | 42801448 | 46252 | 46436 | 15 | 59099.53 | ПС 110/35/10кВ Камыши
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1712 | 42801524 | 46254 | 46438 | 15 | 59099.53 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1713 | 42801758 | 46252 | 46436 | 15 | 15258.2 | ПС 35/10кВ Моква
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1714 | 42801762 | 46254 | 46438 | 15 | 59099.53 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1715 | 42801778 | 46252 | 46436 | 9 | 9154.92 | ПС 35/10кВ Свобода-сельская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1716 | 42801798 | 46254 | 46438 | 15 | 15258.2 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1717 | 42801800 | 46252 | 46436 | 15 | 59099.53 | ПС 35/10кВ Водохранилище
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1718 | 42801824 | 46253 | 46437 | 15 | 122200.82 | ПС 35/10кВ Свобода-сельская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1719 | 42801865 | 46253 | 46437 | 15 | 59099.53 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1720 | 42801889 | 46253 | 46437 | 15 | 15258.2 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1721 | 42801931 | 46253 | 46437 | 15 | 59099.53 | ПС 35/10кВ Безлесная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1722 | 42801950 | 46252 | 46436 | 15 | 15258.2 | ПС 110/10кВ Винниково
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1723 | 42801952 | 46252 | 46436 | 15 | 59099.53 | ПС 330/110/35/10кВ Садовая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1724 | 42801991 | 46254 | 46438 | 150 | 82720.850000000006 | ПС 35/10кВ Ленинская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1725 | 42802057 | 46253 | 46437 | 15 | 122200.82 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1726 | 42802073 | 46253 | 46437 | 15 | 59099.53 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1727 | 42802116 | 46253 | 46437 | 15 | 45737.91 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1728 | 42802222 | 46259 | 46443 | 9 | 45737.91 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1729 | 42802315 | 46254 | 46438 | 15 | 15258.2 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1730 | 42802321 | 46257 | 46441 | 15 | 59099.53 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1731 | 42802333 | 46253 | 46437 | 15 | 59099.53 | ПС 35/10кВ Букреевка (ЦЭС)
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1732 | 42802364 | 46254 | 46438 | 15 | 59099.53 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1733 | 42802376 | 46262 | 46446 | 15 | 122200.82 | ПС 35/10кВ Ванино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1734 | 42802407 | 46259 | 46443 | 15 | 59099.53 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1735 | 42802410 | 46265 | 46446 | 15 | 15258.2 | ПС 110/10кВ Соловьиная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1736 | 42802425 | 46260 | 46444 | 9 | 9154.92 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1737 | 42802444 | 46253 | 46437 | 15 | 45737.91 | ПС 110/35/10кВ Клюква
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1738 | 42802480 | 46254 | 46438 | 15 | 122200.82 | ПС 35/10кВ Безлесная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1739 | 42802499 | 46255 | 46439 | 15 | 15258.2 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1740 | 42802523 | 46255 | 46439 | 15 | 59099.53 | ПС 35/10кВ Моква
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1741 | 42802699 | 46257 | 46441 | 10 | 81467.210000000006 | ПС 35/10кВ Водохранилище
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1742 | 42802761 | 46257 | 46441 | 15 | 15258.2 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1743 | 42802835 | 46256 | 46440 | 15 | 15258.2 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1744 | 42802849 | 46256 | 46440 | 15 | 45737.91 | ПС 35/10кВ Автодор
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1745 | 42802875 | 46254 | 46438 | 15 | 59099.53 | ПС 35/10кВ Водохранилище
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1746 | 42802878 | 46254 | 46438 | 15 | 15258.2 | ПС 35/10кВ ЖБИ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1747 | 42802890 | 46254 | 46438 | 15 | 45737.91 | ПС 35/10кВ Водохранилище
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1748 | 42802902 | 46260 | 46444 | 15 | 59099.53 | ПС 35/10кВ Свобода-сельская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1749 | 42802913 | 46259 | 46443 | 15 | 15258.2 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1750 | 42802920 | 46255 | 46439 | 15 | 15258.2 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1751 | 42802928 | 46260 | 46444 | 15 | 15258.2 | ПС 35/10кВ Водохранилище
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1752 | 42802942 | 46254 | 46438 | 15 | 59099.53 | ПС 35/10кВ Моква
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1753 | 42802954 | 46256 | 46440 | 15 | 59099.53 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1754 | 42802966 | 46260 | 46444 | 15 | 59099.53 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1755 | 42802994 | 46255 | 46439 | 9 | 45737.91 | ПС 110/35/10кВ Обоянь
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1756 | 42803061 | 46254 | 46438 | 9 | 73320.490000000005 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1757 | 42803081 | 46255 | 46439 | 9 | 73320.490000000005 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1758 | 42803161 | 46255 | 46439 | 15 | 59099.53 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1759 | 42803178 | 46262 | 46446 | 15 | 59099.53 | ПС 35/10кВ Водохранилище
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1760 | 42803233 | 46259 | 46443 | 15 | 122200.82 | ПС 35/10кВ Сосновый Бор
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1761 | 42803315 | 46256 | 46440 | 9 | 59099.53 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1762 | 42803411 | 46258 | 46442 | 15 | 59099.53 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1763 | 42803425 | 46255 | 46439 | 15 | 59099.53 | ПС 110/35/10кВ Октябрьская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1764 | 42803470 | 46262 | 46446 | 100 | 21326 | ПС 110/6кВ Лесная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1765 | 42803605 | 46259 | 46443 | 10 | 81467.210000000006 | ПС 35/10кВ Разветье
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1766 | 42803617 | 46255 | 46439 | 15 | 45737.91 | ПС 110/35/6кВ Рудная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1767 | 42803630 | 46258 | 46442 | 9 | 45737.91 | ПС 110/35/10кВ Кшень.
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1768 | 42803657 | 46258 | 46442 | 15 | 59099.53 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1769 | 42803673 | 46258 | 46442 | 15 | 59099.53 | ПС 35/10кВ Пригородная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1770 | 42803687 | 46262 | 46446 | 15 | 59099.53 | ПС 35/10кВ Безлесная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1771 | 42803694 | 46258 | 46442 | 15 | 15258.2 | ПС 110/10кВ Студенок
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1772 | 42803707 | 46259 | 46443 | 12 | 12206.56 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1773 | 42803720 | 46258 | 46442 | 15 | 59099.53 | ПС 110/10кВ Соловьиная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1774 | 42803730 | 46262 | 46446 | 15 | 59099.53 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1775 | 42803741 | 46258 | 46442 | 15 | 15258.2 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1776 | 42803824 | 46260 | 46444 | 15 | 15258.2 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1777 | 42803842 | 46260 | 46444 | 15 | 59099.53 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1778 | 42803845 | 46260 | 46444 | 15 | 15258.2 | ПС 110/35/10кВ Беседино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1779 | 42803860 | 46260 | 46444 | 15 | 15258.2 | ПС 35/10кВ Пригородная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1780 | 42803973 | 46260 | 46444 | 15 | 15258.2 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1781 | 42803983 | 46259 | 46443 | 15 | 15258.2 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1782 | 42804009 | 46260 | 46444 | 15 | 59099.53 | ПС 110/35/10кВ Клюква
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1783 | 42804043 | 46261 | 46445 | 12 | 59099.53 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1784 | 42804061 | 46261 | 46445 | 15 | 59099.53 | ПС 110/35/10кВ Клюква
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1785 | 42804089 | 46260 | 46444 | 15 | 59099.53 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1786 | 42804140 | 46260 | 46444 | 9 | 73320.490000000005 | ПС 35/10кВ Пригородная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1787 | 42804172 | 46262 | 46446 | 15 | 122200.82 | ПС 35/10кВ Петринка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1788 | 42804195 | 46259 | 46443 | 15 | 15258.2 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1789 | 42804207 | 46260 | 46444 | 15 | 15258.2 | ПС 35/10кВ Разветье
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1790 | 42804222 | 46265 | 46446 | 15 | 59099.53 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1791 | 42804251 | 46259 | 46443 | 15 | 15258.2 | ПС 35/10кВ Сапогово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1792 | 42804261 | 46262 | 46446 | 15 | 122200.82 | ПС 110/35/10кВ Беседино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1793 | 42804287 | 46261 | 46445 | 15 | 59099.53 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1794 | 42804293 | 46259 | 46443 | 15 | 15258.2 | ПС 35/10кВ Новая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1795 | 42804308 | 46262 | 46446 | 15 | 15258.2 | ПС 110/35/10кВ Беседино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1796 | 42804323 | 46260 | 46444 | 7 | 7120.49 | ПС 35/10кВ Михайловка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1797 | 42804345 | 46261 | 46445 | 15 | 59099.53 | ПС 35/10кВ Разветье
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1798 | 42804391 | 46259 | 46443 | 15 | 59099.53 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1799 | 42804464 | 46261 | 46445 | 15 | 45737.91 | ПС 110/35/6кВ Рудная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1800 | 42804510 | 46259 | 46443 | 15 | 59099.53 | ПС 35/10кВ Свобода-сельская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1801 | 42804551 | 46260 | 46444 | 15 | 15258.2 | ПС 110/10кВ Студенок
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1802 | 42804631 | 46261 | 46445 | 15 | 15258.2 | ПС 35/10кВ Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1803 | 42804649 | 46262 | 46446 | 15 | 15258.2 | ПС 110/10кВ ПТФ
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Курскэнерго | Курская область | 1804 | 42804675 | 46262 | 46446 | 15 | 59099.53 | ПС 110/10кВ ПТФ
