list;god_ishodno;zakazchik;obekt;oborudovanie;god;strana;stroka
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Бованенковское и Харасавейское ГКМ;КТП;2006;Россия;(КТП) Россия Бованенковское и Харасавейское ГКМ 1 2006 2КТП-250/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС Чажемто;КТП;2006;Россия;(КТП) Россия КС Чажемто 1 2006 КТП-400
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Харвутинская площадь;НКУ;2006;Россия;управления и распределения (НКУ) Россия Харвутинская площадь 1 2006 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Харвутинская площадь;НКУ;2006;Россия;управления и распределения (НКУ) Россия Харвутинская площадь 1 2006 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС Чажемто;КТП;2006;Россия;(КТП) Россия КС Чажемто 1 2006 КТП-400
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Изборск""";КРУ;2006;Россия;"(КРУ) Россия КС ""Изборск"" 1 2006 ЗРУ-10кВ"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Изборск""";КТП;2006;Россия;"(КТП) Россия КС ""Изборск"" 1 2006 2КТПА-1000"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Пуровское ЛПУ;КТП;2006;Россия;(КТП) Россия Пуровское ЛПУ 1 2006 2КТП-400
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Пуровское ЛПУ;КТП;2006;Россия;(КТП) Россия Пуровское ЛПУ 1 2006 2КТП-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Пуровское ЛПУ;КРУ;2006;Россия;(КРУ) Россия Пуровское ЛПУ 1 2006 ГРУ-10,5кВ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Приполярная""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Приполярная"" 1 2006 ящик АВР"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Новоюбилейная""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Новоюбилейная"" 2 2006 ШЩ1, ШЩ2"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Синдор"", ""Урдома""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Синдор"", ""Урдома"" 5 2006 НКУ"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;Восточно-Прибрежный ЛПУ;;КТП;2006;Россия;(КТП) Россия Восточно-Прибрежный ЛПУ 1 2006 2КТП-250/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Новоюбилейная""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Новоюбилейная"" 1 2006 ШЩ2"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Харвутинская площадь;КТП;2006;Россия;(КТП) Россия Харвутинская площадь 1 2006 КТП-ЭП-160
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Ухтинская""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Ухтинская"" 1 2006 ГЩУ"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;Комсомольское ЛПУ;;НКУ;2006;Россия;управления и распределения (НКУ) Россия Комсомольское ЛПУ 2 2006 ОЩСУ,ЩСУ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Харвутинская площадь;НКУ;2006;Россия;управления и распределения (НКУ) Россия Харвутинская площадь 1 2006 Щит 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;ЦУС и ЦДП;КТП;2006;Россия;(КТП) Россия ЦУС и ЦДП 1 2006 2КТП-1000/6
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Уренгойская""";КТП;2006;Россия;"(КТП) Россия КС ""Уренгойская"" 1 2006 2КТПА-1000"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Уренгойская""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Уренгойская"" 1 2006 1ШЩ"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Новоюбилейная""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Новоюбилейная"" 2 2006 щиты ШЩ, ШЩ1"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Жирновская""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Жирновская"" 2 2006 ПР11М"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Базовый склад ГСМ;НКУ;2006;Россия;управления и распределения (НКУ) Россия Базовый склад ГСМ 1 2006 щит ЩО
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Приполярная""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Приполярная"" 2 2006 ПР99, БМ8501"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Перегребненская""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Перегребненская"" 1 2006 ящик АВР"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-13 Урдома;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС-13 Урдома 1 2006 щит ЩГП
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-12 Микунь;КТП;2006;Россия;(КТП) Россия КС-12 Микунь 1 2006 2КТП-630/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Перегребненская""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Перегребненская"" 3 2006 ПР99, ШРЭ, ПР8711"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Новоюбилейная""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Новоюбилейная"" 2 2006 ШЩ"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Перегребненская""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Перегребненская"" 12 2006 НКУ"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Приполярная""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Приполярная"" 1 2006 щит ШЩ"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-10 Ухта;КТП;2006;Россия;(КТП) Россия КС-10 Ухта 1 2006 2КТПА-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Минская""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Минская"" 3 2006 щиты НКУ"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-10 Ухта;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС-10 Ухта 2 2006 А(О)ЩСУ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Оршанская""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Оршанская"" 3 2006 щиты НКУ"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Микуньская""";КТП;2006;Россия;"(КТП) Россия КС ""Микуньская"" 1 2006 2КТПА-ЭП-1000"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Невское ПХГ;НКУ;2006;Россия;управления и распределения (НКУ) Россия Невское ПХГ 1 2006 панели РЗА
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Мышкинская""";КТП;2006;Россия;"(КТП) Россия КС ""Мышкинская"" 1 2006 2КТП-ЭП-63/6/0,4"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Бованенковское НГКМ;НКУ;2006;Россия;управления и распределения (НКУ) Россия Бованенковское НГКМ 1 2006 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-18А Москово;КТП;2006;Россия;(КТП) Россия КС-18А Москово 1 2006 2КТП-1000/10
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-12 Микунь;КТП;2006;Россия;(КТП) Россия КС-12 Микунь 1 2006 2КТП-1000/10
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Бованенковское НГКМ;НКУ;2006;Россия;управления и распределения (НКУ) Россия Бованенковское НГКМ 1 2006 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-17 Грязовец;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС-17 Грязовец 2 2006 ЩПТ-220, 24
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-2 Бабаево;КТП;2006;Россия;(КТП) Россия КС-2 Бабаево 1 2006 2КТПА-630/10
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-16 Юбилейная;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС-16 Юбилейная 3 2006 ОЩСУ, ЩПТ-220,110
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-16 Юбилейная;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС-16 Юбилейная 2 2006 ШОЛ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Совхозное ПХГ;КТП;2006;Россия;(КТП) Россия Совхозное ПХГ 1 2006 2КТПА-ЭП-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Южная региональная ремонтная база;КРУ;2006;Россия;(КРУ) Россия Южная региональная ремонтная база 1 2006 КРУ-6кВ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Перегребненская""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Перегребненская"" 1 2006 ПР99"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Бованенковское и Харасавейское ГКМ;КТП;2006;Россия;(КТП) Россия Бованенковское и Харасавейское ГКМ 1 2006 2КТП-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Харвутинская площадь;КТП;2006;Россия;(КТП) Россия Харвутинская площадь 1 2006 2КТП-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-10 Ухта;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС-10 Ухта 3 2006 ЩГП, ПУ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС Пуровское;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС Пуровское 2 2006 ШВА
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Елшанское СПХГ;КТП;2006;Россия;(КТП) Россия Елшанское СПХГ 1 2006 2КТПА-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС Изборск;КТП;2006;Россия;(КТП) Россия КС Изборск 1 2006 2КТП-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Газоизмерительные станции;НКУ;2006;Россия;управления и распределения (НКУ) Россия Газоизмерительные станции 1 2006 АВР-100
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Газоизмерительные станции;НКУ;2006;Россия;управления и распределения (НКУ) Россия Газоизмерительные станции 2 2006 АВР-100
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Елшанское-Курдюмское ПХГ;НКУ;2006;Россия;управления и распределения (НКУ) Россия Елшанское-Курдюмское ПХГ 2 2006 1Щ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Харвутинская площадь;НКУ;2006;Россия;управления и распределения (НКУ) Россия Харвутинская площадь 3 2006 ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС Уренгойская;КТП;2006;Россия;(КТП) Россия КС Уренгойская 1 2006 2КТПА-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Волгоградское ПХГ;НКУ;2006;Россия;управления и распределения (НКУ) Россия Волгоградское ПХГ 1 2006 ШЩ1
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Южная региональная ремонтная база;КТП;2006;Россия;(КТП) Россия Южная региональная ремонтная база 1 2006 2КТП-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Ягельное ЛПУ;НКУ;2006;Россия;управления и распределения (НКУ) Россия Ягельное ЛПУ 1 2006 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Юбилейное ГМ;НКУ;2006;Россия;управления и распределения (НКУ) Россия Юбилейное ГМ 1 2006 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Сосновское ЛПУ;НКУ;2006;Россия;управления и распределения (НКУ) Россия Сосновское ЛПУ 1 2006 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Вуктыльская""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Вуктыльская"" 1 2006 шкаф Ш"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-18 Мышкин;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС-18 Мышкин 2 2006 ШОЛ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС Оршанская;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС Оршанская 1 2006 ШЩ5
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС Изборск;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС Изборск 2 2006 1ЩС, ЩУЭН1
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС-10 Ухта;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС-10 Ухта 1 2006 щит ЩСУ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС Кожурлинская;НКУ;2006;Россия;управления и распределения (НКУ) Россия КС Кожурлинская 2 2006 ГРЩ, ВРНЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;"КС ""Пуртазовская""";НКУ;2006;Россия;"управления и распределения (НКУ) Россия КС ""Пуртазовская"" 2 2006 НКУ"
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС Пуртазовская;КТП;2006;Россия;(КТП) Россия КС Пуртазовская 1 2006 2КТПА-1250
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;КС Пуртазовская;КТП;2006;Россия;(КТП) Россия КС Пуртазовская 2 2006 2КТП-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;2006;;Югорск;КТП;2006;Россия;(КТП) Россия Югорск 1 2006 2КТП-400
