seriya;princip;vid;vstrech;innov;ssylok;ssylki;citata
К-1500-62-2,СТ;центробежный;компрессор;3;1;1;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06663-2022;703 есть К-1500-62-2 центробежная воздух 17.05.2022 заключение ЭПБ № 13-ТУ-06663-2022 Центробежный воздушный компрессор К-1500-62-2,ст. № 5, инв. № 62837, площадка воздухоразделите
К-94;не установлен;генератор азота/кислорода;3;1;2;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-13698-2017 | https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-08181-2014;12609 4823006703 есть К-65 | К-94 объект — трубопровод или сооружение, машина лишь упомянута газ или иная среда 27.08.2014 заключение ЭПБ № 13-ТУ-08181-2
ГПА10;не установлен;ГПА;3;1;3;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-24601-2022 | https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-24594-2022 | https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-24591-2022;12979 5003065767 есть ГПА 10 тип не установлен газ 12.12.2022 заключение ЭПБ № 03-ТУ-24601-2022 техническое устройство – фильтр-сепаратор технологич
К-1000;центробежный;компрессор;3;2;2;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-38102-2015 | https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-03511-2022;15318 5902100242 есть К-1000 центробежная среда не названа 02.10.2015 заключение ЭПБ № 48-ТП-38102-2015 ТЕХНИЧЕСКОЕ ПЕРЕВООРУЖЕНИЕ ЦЕНТРОБЕЖНОГО КОМ
ТВ-80-1,8-01.УЗ,;центробежный;компрессор;3;1;1;https://monitor-pb.ru/conclusion/29-%D0%A2%D0%A3-16858-2017;0-1,8-01.УЗ центробежная воздух 11.12.2017 заключение ЭПБ № 29-ТУ-16858-2017 турбокомпрессор многоступенчатый воздушный ТВ-80-1,8-01.УЗ,зав. № 40, поз.№ ТВ 3 https://monitor-pb.ru/
ТВ-80-1,;центробежный;компрессор;3;1;1;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-31372-2022;7260 6314006396 есть ТВ-80-1 центробежная воздух 22.02.2022 заключение ЭПБ № 53-ТУ-31372-2022 турбокомпрессор воздушный ТВ-80-1,6технологический индекс В-2, зав. № 761,цех №1, уста
ТВ-42/1,4-01;центробежный;компрессор;3;1;1;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-04704-2020;19421 6377005317 есть ТВ-42/1,4-01, центробежная среда не названа 19.03.2020 заключение ЭПБ № 53-ТУ-04704-2020 Турбокомпрессор марки ТВ-42/1,4-01, техноло
К-250-61-1ЗАВ;центробежный;компрессор;3;1;1;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-16060-2022;45 6623000708 есть К-250-61 центробежная среда не названа 06.09.2022 заключение ЭПБ № 54-ТУ-16060-2022 турбокомпрессора К-250-61-1зав. № 156, инв. № 003758, эксплуатируемого в сост
ТВ-200-1,12-01.У3;центробежный;воздуходувка;3;1;2;https://etpgpb.ru/procedures/etp/157343-zakupka-vozduhoduvka-odnostupenchataya-s-vozdushnym-ohlazhdeniem-podshipnikov-turbokompressor-tv-200-112-01-u3-proizvoditelnost-po-vsasyvaniyu-12000-m-kub-chas- | https://etpgpb.ru/procedure/tender/etp/157343-zakupka-vozduhoduvka-odnostupenchataya-s-vozdushnym-ohlazhdeniem-podshipnikov-turbokompressor-tv-200-112-01-u3-proizvoditelnost-po-;018-05-24 процедура ГП817817 Закупка воздуходувка одноступенчатая с воздушным охлаждением подшипников (турбокомпрессор) ТВ-200-1,12-01.У3 производительность по всасыванию-12000 м к
К-350;центробежный;компрессор;3;1;1;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-03941-2018;21917 7118004789 есть К-350 центробежная газ или иная среда 16.04.2018 заключение ЭПБ № 11-ТУ-03941-2018 техническое устройство: Воздухоохладитель 
К-354-101-1,ТЕХН;центробежный;компрессор;3;1;1;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-01386-2018;ая среда не названа 18.01.2018 заключение ЭПБ № 59-ТУ-01386-2018 техническое устройство - Центробежный компрессор марки К-354-101-1,техн. № ТК-3, зав. № 9633 (Площадка Вынгаяхинско
ЦК-403/2;центробежный;компрессор;3;1;2;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-15456-2017 | https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-00128-2023;23595 7601001107 есть 5ГЦ-400-0,3-1,7, | ЦК-403/2, | С-400 центробежная среда не названа 11.01.2023 заключение ЭПБ № 18-ТУ-00128-2023 на техническое устройство: компресс
ЭК-4;винтовой;компрессор;3;1;3;https://zakupki.mos.ru/tender/29756529 | https://zakupki.mos.ru/tender/1518906 | https://zakupki.mos.ru/tender/1398091;705002602 покупает поршневая или винтовая 26.06.2019 процедура 0573200002419000332 Поставка запасных частей компрессора ЭК-4 для нужд филиала Сокольнический вагоноремонтно-строител
К-2001;центробежный;компрессор;3;1;1;https://etpgpb.ru/procedures/etp/263811-otkrytyy-zapros-predlozheniy-v-elektronnoy-forme-provedenie-vibratsionnogo-obsledovaniya-turbokompressornogo-agregata-k-2001/;28880 7806151791 покупает К-2001 центробежная 2019-08-23 процедура ГП932906 Открытый запрос предложений в электронной форме проведение вибрационного обс
ГПА-25/76ДН80Л1;не установлен;ГПА;3;1;3;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-10618-2018 | https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-10612-2018 | https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-10610-2018;-10610-2018 Технические устройства: трубопроводная арматура DN 400 – 1000 Место установки: Газоперекачивающий агрегат - ГПА-25/76ДН80Л1, ст. №71, Цех № 7, инв. № 003978 Регистрацио
Ц3-16С;центробежный;ГПА;3;2;3;https://monitor-pb.ru/conclusion/58-%D0%97%D0%A1-51692-2020 | https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-08272-2023 | https://monitor-pb.ru/conclusion/57-%D0%97%D0%A1-11504-2020;4777 есть тип не установлен газ 10.12.2020 заключение ЭПБ № 58-ЗС-51692-2020 сооружение: агрегат газоперекачивающий ГПА-Ц3-16С, зав. № 5, станц. №715, инв. № 234630, применяемое на
ТГ-150;не установлен;нагнетатель;3;2;2;https://www.tender.pro/api/tender/187461/view_public | https://monitor-pb.ru/conclusion/62-%D0%A2%D0%9F-31420-2022;35039 1656025681 покупает не установлен среда не названа 03.09.2014 тендер 187461 Поставка Газодувки ТГ-150 на сентябрь-октябрь 2014г. https://www.tender.pro/api/tender/187461/view
ТВ-300-1,6,ЗАВ;центробежный;компрессор;3;1;1;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-01403-2014;У-01403-2014 Заключение № 2013-12-1626 экспертизы промышленной безопасности на техническое устройство - турбокомпрессор ТВ-300-1,6,зав. № 433, поз. № ТВ-4, установленный на установ
К-380;центробежный;компрессор;3;1;3;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-02739-2017 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-03498-2017 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-03377-2017;О "РАДЭКС", вывод: соответствует центробежность: перепрос провайдера: семейство центробежных компрессоров К Компрессор К-380, заводской № 6368 https://monitor-pb.ru/conclusion/43-%
К601;центробежный;компрессор;3;1;3;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-05997-2014 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11442-2014 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11599-2014;02.04.2014, ООО "НПК "СИНКО", вывод: соответствует центробежность: названа в тексте заключения Центробежный компрессор К 601, ЦНД типа 553-В9, зав. №553-9-3287, ЦСД типа 373-В5/5, 
ЦК-4501/2;центробежный;компрессор;3;1;1;https://etpgpb.ru/procedure/tender/etp/770784-13-07-04-23-mi-vybor-marki-proizvoditelya-po-zamene-sistemy-upravleniya-vozdushnyh-kompressorov-tsk-4501-2-ustanovki-elou-avt6-npz-;43795 0266048970 покупает ЦК-4501/2 центробежная по серии воздух 2023-04-07 ЭТП ГПБ, процедура ГП316245 13/07.04.23/МИ Выбор марки/производителя по замене 
ЗИФ6/0,7;не установлен;компрессор;3;1;1;https://etpgpb.ru/procedure/tender/price_request/125594-postavka-kompressora-zif-6-07/;44501 1600000036 покупает ЗИФ 6/0,7 тип не установлен среда не названа 2019-12-18 ЭТП ГПБ, процедура 125594 Поставка компрессора ЗИФ 6/0,7 https://etpgpb.r
ВШ-4;не установлен;компрессор;3;1;1;https://etpgpb.ru/procedure/tender/etp/134536-postavka-zapasnyh-chastey-na-kompressor-vsh-42-200-dlya-nuzhd-pao-korshunovskiy-gok/;46064 3834002314 покупает ВШ-4,2/200 тип не установлен среда не названа 2018-01-17 ЭТП ГПБ, процедура ГП801907 Поставка запасных частей на компрессор 
ВК270-7А6;не установлен;компрессор;3;1;1;https://etpgpb.ru/procedure/tender/etp/905042-zapasnye-chasti-dlya-ustanovki-kompressornoy-vk270-7a6-sbsh-250-92/;46074 3834002314 покупает ВК270-7А6 | СБШ-250 тип не установлен среда не названа 2024-02-02 ЭТП ГПБ, процедура ГП402654 Запасные части для установки компре
К700;не установлен;компрессор;3;2;1;https://etpgpb.ru/procedure/tender/etp/152418-postavka-zapasnyh-chastey-k700/;000608 есть на площадке не установлен среда не названа 2018-04-25 ЭТП ГПБ, процедура ГП828308 Поставка запасных частей К700 https://etpgpb.ru/procedure/tender/etp/152418-postavka-z
ВП305;винтовой;компрессор;3;1;1;https://etpgpb.ru/procedure/tender/etp/47211-zakupka-komplektuyuschih-k-kompressoru-vp-305/;46504 5001000066 покупает ВП 305 поршневая или винтовая среда не названа 2016-02-25 ЭТП ГПБ, процедура ГП614012 Закупка комплектующих к компрессору ВП 3
К-45-21-1;не установлен;компрессор;3;1;1;https://etpgpb.ru/procedure/tender/etp/914308-postavka-zapasnyh-chastey-k-kompressoru-k-45-21-1/;47315 5501023216 покупает К-45-21-1. тип не установлен (марка не опознана) среда не названа 2024-02-21 ЭТП ГПБ, процедура ГП438793 Поставка запасных частей
ВК-8/12-11;не установлен;компрессор;3;1;1;https://etpgpb.ru/procedure/tender/etp/158448-izgotovlenie-i-postavka-6-shesti-busternyh-kompressornyh-ustanovok-vk-8-12-11-razrabotannyh-v-sootvetstvii-s-tu-3643-003-75492423-2;47949 5907001774 покупает ВК-8/12-11, | ТУ 3643-003 тип не установлен среда не названа 2018-05-30 ЭТП ГПБ, процедура 31806547328 Изготовление и поставка 6 (
ВМ10-50/71;винтовой;компрессор;3;1;1;https://etpgpb.ru/procedure/tender/sale/1160757-auktsion-na-povyshenie-po-realizatsii-b-u-oborudovaniya-kislorodnyh-ustanovok-ne-vostrebovannogo-v-sobstvennom-proizvodstve-ustan;48662 6673125685 покупает ВУВ 45/150, | ВМ 10-50/71 поршневая или винтовая среда не названа 2026-02-02 ЭТП ГПБ, процедура ИМ003829 Аукцион на повышение по реализации б/у о
К-50-61-1;центробежный;компрессор;3;1;1;https://etpgpb.ru/procedure/tender/etp/1174986-prodazha-bez-obyavleniya-tseny-po-realizatsii-nelikvidnogo-kompressornogo-oborudovaniya-kompressora-k-250-61-2-k-250-61-5-k-50-61-;48663 6673125685 покупает К-250-61-2, | К-250-61-5, | К-50-61-1, | ОК-500-92 центробежная по серии воздух 2025-10-13 ЭТП ГПБ, процедура ГП522872 Продажа без объявления цены по реал
К-1500/24ВМ;не установлен;компрессор;3;1;1;https://etpgpb.ru/procedure/tender/price_request/935480-12475-plastina-klapannaya-4270486806-kompressor-parma-k-1500-24vm-3000-50vm-4500-100vm-komplekt-remontnyy-2408160/;49712 7707049388 покупает К-1500/24ВМ, тип не установлен (марка не опознана) среда не названа 2026-04-08 ЭТП ГПБ, процедура 935480 12475 Пластина клапанная 4
